SMILES,MDEC-23,nC,C1SP2,minHsOH,minsOH,nHBAcc,maxssO,ATSc3,minHBint5,BCUTc-1h,MDEO-12,minsssN,MLFER_A,MDEC-33,VC-5,ETA_Shape_Y,minHBint10,SHsOH,SHBint10,ALogP,pIC50
CCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,17.47564934,17,0,0.509496764,9.678682918,1,0,-0.030027482,0,0.158761,0,0,0.546,6.631976,0.208589,0.32727,0,0.509497,0,0.9132,6.342
CCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,16.26628579,16,0,0.521842443,9.621487702,1,0,-0.030027247,0,0.158755,0,0,0.546,6.631976,0.208589,0.34615,0,0.521842,0,1.3944,5.917
CC1=C2c3ccc(O)cc3CC2(C)CCC1=O,14.45250841,15,0,0.537467443,9.54878362,1,0,-0.030028177,0,0.158749,0,0,0.546,6.631976,0.234478,0.36735,0,0.537467,0,1.7295,5.924
CCCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,18.4031213,18,0,0.506857301,9.693610887,1,0,-0.039219928,0,0.155871,0,0,0.546,4.130852,0.158549,0.25862,0,0.506857,0,-0.2159,5.427
CCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,18.03104487,17,0,0.515121764,9.655553036,1,0,-0.039219928,0,0.155865,0,0,0.546,4.130852,0.158549,0.27273,0,0.515122,0,0.0721,5.19
CCCC12CCC(=O)C=C1c3ccc(O)cc3C2,17.44068293,16,0,0.525121764,9.609380197,1,0,-0.039219927,0,0.15586,0,0,0.546,4.130852,0.158549,0.28846,0,0.525122,0,0.3601,5.597
CC12CCC(=O)C=C1c3ccc(O)cc3C2,15.06888617,14,0,0.553092443,9.479480899,1,0,-0.039218959,0,0.206917,0,0,0.546,4.130852,0.188443,0.32609,0,0.553092,0,1.1764,5.372
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,20.34652211,18,1,0,0,3,0,-0.080267694,0,0.176498,0,0,0.197,9.333258,0.315899,0.30523,0,0,0,0.0976,5.851
CC1=C2c3ccc4[nH]ncc4c3CC2(C)CCC1=O,15.89081917,16,1,0,0,3,0,-0.043171218,0,0.158764,0,0,0.197,9.333258,0.276879,0.38321,0,0,0,1.1956,5.356
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,17.95560151,17,1,0,0,3,0,-0.043170302,0,0.158771,0,0,0.197,9.333258,0.250991,0.36332,0,0,0,0.8605,5.866
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,20.34652211,19,1,0,0,3,0,-0.043170538,0,0.158783,0,0,0.197,9.333258,0.250991,0.32915,0,0,0,0.0913,5.979
CCC1=C2c3ccc4[nH]ncc4c3CC2(CC)CCC1=O,20.43111605,18,1,0,0,3,0,-0.043753578,0,0.159037,0,0,0.197,9.333258,0.231269,0.34539,0,0,0,0.5254,6.652
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)CC,22.81462042,20,1,0,0,3,0,-0.043753814,0,0.159049,0,0,0.197,9.333258,0.231269,0.31437,0,0,0,-0.2438,7.032
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Cl,17.95560151,16,1,0,0,3,0,-0.089431555,0,0.180573,0,0,0.197,9.333258,0.260007,0.35542,0,0,0,0.7828,6.328
CC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,15.89081917,15,1,0,0,3,0,-0.080261639,0,0.176479,0,0,0.197,9.333258,0.341787,0.35117,0,0,0,1.2019,5.701
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,17.95560151,16,1,0,0,3,0,-0.080267439,0,0.176486,0,0,0.197,9.333258,0.315899,0.3344,0,0,0,0.8668,6.604
CCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,19.36686887,17,1,0,0,3,0,-0.080267693,0,0.176492,0,0,0.197,9.333258,0.315899,0.31915,0,0,0,0.3856,6.178
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,27.02274649,21,1,0,0,3,0,-0.044251441,0,0.159346,0,0,0.197,11.75493,0.258616,0.34384,0,0,0,-0.3456,6.375
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(=O)OC,22.2194252,20,2,0,0,5,4.969121315,0.063949693,0,0.296623,0.707107,0,0.197,11.75493,0.22774,0.33898,0,0,0,-0.5395,5.682
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,24.2060663,19,1,0,0,3,0,-0.044251205,0,0.159333,0,0,0.197,11.75493,0.258616,0.37618,0,0,0,0.4236,6.328
CCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,19.36686887,18,1,0,0,3,0,-0.043170537,0,0.158777,0,0,0.197,9.333258,0.250991,0.34539,0,0,0,0.3793,6.011
C[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,15.89081917,16,1,0,0,3,0,0.032887645,0,0.439965,0,0,0.197,9.333258,0.269998,0.35033,0,0,0,1.6517,5.83
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,17.95560151,17,1,0,0,3,0,0.032884503,0,0.439968,0,0,0.197,9.333258,0.244109,0.33364,0,0,0,1.3166,6.444
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,20.34652211,19,1,0,0,3,0,0.032884262,0,0.439974,0,0,0.197,9.333258,0.244109,0.3046,0,0,0,0.5474,6.754
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)c5ccccc5,28.61965256,22,1,0,0,3,0,-0.05145283,0,0.21331,0,0,0.197,11.75493,0.238157,0.32967,0,0,0,1.4263,7.337
CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C,17.08021352,17,1,0,0,4,0,-0.04856013,6.867709,0.17458,0,0,0.197,12.45039,0.292096,0.40134,0,0,0,0.1405,6.205
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)Cl,17.08021352,16,1,0,0,4,0,-0.08463888,6.872108,0.180838,0,0,0.197,12.45039,0.301112,0.39289,0,0,0,0.0628,6.857
CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)Br,17.08021352,16,1,0,0,4,0,-0.077201886,6.871725,0.177071,0,0,0.197,12.45039,0.357004,0.37037,0,0,0,0.1468,6.453
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,17.08021352,17,1,0,0,4,0,0.037589421,7.332581,0.439987,0,0,0.197,12.45039,0.285215,0.36956,0,0,0,0.5966,7.237
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,20.1087703,19,1,0,0,4,0,0.03758767,7.3365,0.439993,0,0,0.197,12.45039,0.285215,0.3383,0,0,0,-0.1726,7.398
CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Cl)c4c3C2)C,16.75725501,17,1,0,0,3,0,-0.033001321,0,0.184244,0,0,0.197,11.75493,0.276475,0.38656,0,0,0,1.415,5.616
CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Br)c4c3C2)C,16.75725501,17,1,0,0,3,0,-0.03531553,0,0.164241,0,0,0.197,11.75493,0.299676,0.36474,0,0,0,1.524,5.231
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)Cl,16.75725501,16,1,0,0,3,0,-0.075368169,0,0.234289,0,0,0.197,11.75493,0.264361,0.39474,0,0,0,1.0505,7.086
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,16.75725501,17,1,0,0,3,0,0.046880466,0,0.439974,0,0,0.197,11.75493,0.248464,0.37119,0,0,0,1.5843,7.293
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)CC,22.01135812,20,1,0,0,3,0,-0.029795705,0,0.234281,0,0,0.197,11.75493,0.235624,0.35029,0,0,0,0.0239,7.638
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,19.43867404,19,1,0,0,3,0,0.046880225,0,0.439981,0,0,0.197,11.75493,0.248464,0.33967,0,0,0,0.8151,7.308
CCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,17.47564934,17,0,0.509496764,9.678682918,1,0,-0.030027482,0,0.158761,0,0,0.546,6.631976,0.208589,0.32727,0,0.509497,0,0.9132,6.342
CC1=C2c3ccc(O)cc3C[C@@]24CC[C@H](C4)C1=O,18.60410072,16,0,0.521842443,9.631904368,1,0,-0.026180755,0,0.161817,0,0,0.546,8.661502,0.231431,0.40385,0,0.521842,0,1.4848,6.101
CCC[C@@H]1C[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,22.39070657,19,0,0.483871764,9.801173784,1,0,-0.026200703,0,0.161845,0,0,0.546,11.06784,0.394192,0.39344,0,0.483872,0,0.942,7.013
CC1=C2c3ccc(O)cc3C[C@@]24CCC[C@H](C4)C1=O,19.92262529,17,0,0.509496764,9.687459924,1,0,-0.026643407,0,0.161822,0,0,0.546,8.661502,0.231431,0.38182,0,0.509497,0,1.1968,6.383
CC[C@@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,22.71358106,19,0,0.481526085,9.8105565,1,0,-0.026645698,0,0.161835,0,0,0.546,10.79722,0.394192,0.39344,0,0.481526,0,1.1352,6.836
CC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,22.71358106,19,0,0.481526085,9.8105565,1,0,-0.026645698,0,0.161835,0,0,0.546,10.79722,0.394192,0.39344,0,0.481526,0,1.1352,6.509
CCC[C@@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,24.18280555,20,0,0.471526085,9.85672934,1,0,-0.026645699,0,0.161841,0,0,0.546,10.79722,0.394192,0.375,0,0.471526,0,1.3908,7.076
CCC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,24.18280555,20,0,0.471526085,9.85672934,1,0,-0.026645699,0,0.161841,0,0,0.546,10.79722,0.394192,0.375,0,0.471526,0,1.3908,6.218
CC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,16.26628579,16,0,0.521842443,9.621487702,1,0,-0.030027247,0,0.158755,0,0,0.546,6.631976,0.208589,0.34615,0,0.521842,0,1.3944,5.917
CC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,24.13811894,21,0,0.486031827,9.838519318,1,0,-0.029974536,0,0.158787,0,0,0.546,7.76201,0.208589,0.31343,0,0.486032,0,2.7515,5.824
CC1=C2c3ccc(O)cc3CC2(Cc4ccc(Cl)cc4)CCC1=O,26.2642077,21,0,0.478915915,9.873595813,1,0,-0.035541766,0,0.158802,0,0,0.546,8.341872,0.208589,0.33667,0,0.478916,0,3.1202,5.167
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccccc5F)CCC1=O,27.91245883,22,1,0,0,3,0,-0.044723188,0,0.158845,0,0,0.197,12.17059,0.273263,0.36235,0,0,0,2.1274,5.469
Oc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,37.45655689,26,0,0.450221212,9.713444485,1,0,-0.046978788,0,0.213348,0,0,1.089,11.24438,0.195756,0.32143,0,0.970291,0,2.7542,6.658
CCCCC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,29.60156403,24,0,0.455421686,9.979945225,1,0,-0.030555449,0,0.159072,0,0,0.546,7.76201,0.188868,0.27632,0,0.455422,0,1.6472,6.585
CN(C)CCOc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,39.34762727,30,0,0.429167289,10.17428105,2,5.8704452,-0.089590642,0,0.213401,0.227921,2.086519,0.546,11.24438,0.195756,0.29878,0,0.429167,0,2.9574,5.921
O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1,26.23542419,21,1,0,0,3,0,-0.052107603,0,0.206991,0,0,0.197,7.679968,0.200951,0.30086,0,0,0,1.6645,5.409
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccccc5)CCC1=O,26.42627017,22,1,0,0,3,0,-0.043111924,0,0.158803,0,0,0.197,10.5622,0.250991,0.32967,0,0,0,2.2176,6.796
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5cccc(F)c5)CCC1=O,28.23657357,22,1,0,0,3,0,-0.055539167,0,0.158841,0,0,0.197,11.54328,0.250991,0.36235,6.737695,0,6.737695,2.1274,6.357
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc(F)cc5)CCC1=O,28.42687513,22,1,0,0,3,0,-0.056141726,0,0.158841,0,0,0.197,11.09218,0.250991,0.36235,0,0,0,2.1274,7.086
CC1=C2c3ccc4[nH]nnc4c3CC2(Cc5ccccc5)CCC1=O,23.88085837,21,0,0,0,4,0,-0.041537673,0,0.158819,0,0,0.197,10.5622,0.240544,0.33241,0,0,0,2.3305,5.921
CC1=C2c3ccc4[nH]nnc4c3CC2(Cc5ccc(F)cc5)CCC1=O,25.85160821,21,0,0,0,4,0,-0.054567455,0,0.158858,0,0,0.197,11.09218,0.240544,0.36529,0,0,0,2.2403,6.469
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,17.88054273,17,0,0,0,4,0,-0.078239289,0,0.176508,0,0,0.197,9.333258,0.305452,0.30792,0,0,0,0.2105,6.851
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C(F)(F)F,17.88054273,18,0,0,0,4,0,0.034666397,0,0.439975,0,0,0.197,9.333258,0.233662,0.30727,0,0,0,0.6603,6.048
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,17.88054273,17,0,0,0,4,0,-0.078239289,0,0.176508,0,0,0.197,9.333258,0.305452,0.30792,0,0,0,0.2105,5.72
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CCC,22.06098143,20,0,0,0,4,0,-0.042332977,0,0.159077,0,0,0.197,9.333258,0.220822,0.30347,0,0,0,-0.6121,5.903
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,20.34652211,19,0,0,0,4,0,-0.04233906,0,0.159064,0,0,0.197,9.333258,0.220822,0.31722,0,0,0,-0.1309,6.658
CCCC[C@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,20.34652211,19,0,0,0,4,0,-0.04233906,0,0.159064,0,0,0.197,9.333258,0.220822,0.31722,0,0,0,-0.1309,5.323
CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,17.88054273,18,0,0,0,4,0,-0.041754688,0,0.158798,0,0,0.197,9.333258,0.240544,0.33228,0,0,0,0.2042,5.223
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,16.89072636,16,0,0,0,4,0,-0.078239288,0,0.176502,0,0,0.197,9.333258,0.305452,0.32209,0,0,0,0.4985,5.481
CCCC1=C2c3ccc4[nH]nnc4c3CC2(CCC)CCC1=O,21.04293702,19,0,0,0,4,0,-0.042332977,0,0.159071,0,0,0.197,9.333258,0.220822,0.31722,0,0,0,-0.3241,6.463
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,19.36686887,18,0,0,0,4,0,-0.042339059,0,0.159058,0,0,0.197,9.333258,0.220822,0.33228,0,0,0,0.1571,6.213
CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,16.89072636,17,0,0,0,4,0,-0.041754688,0,0.158792,0,0,0.197,9.333258,0.240544,0.34884,0,0,0,0.4922,5.21
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C(F)(F)F,15.48054534,16,0,0,0,4,0,0.03466664,0,0.439969,0,0,0.197,9.333258,0.233662,0.33685,0,0,0,1.4295,5.775
CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,15.48054534,15,0,0,0,4,0,-0.078239033,0,0.176496,0,0,0.197,9.333258,0.305452,0.33762,0,0,0,0.9797,5.287
CCCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,20.70182385,19,0,0,0,4,0,-0.042333046,0,0.159071,0,0,0.197,9.333258,0.220822,0.31722,0,0,0,-0.1309,5.948
CCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,19.59099832,18,0,0,0,4,0,-0.042332741,0,0.159065,0,0,0.197,9.333258,0.220822,0.33228,0,0,0,0.1571,6.453
CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,17.95560151,17,0,0,0,4,0,-0.042338823,0,0.159051,0,0,0.197,9.333258,0.220822,0.34884,0,0,0,0.6383,6.189
CCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,17.95560151,17,0,0,0,4,0,-0.042338823,0,0.159051,0,0,0.197,9.333258,0.220822,0.34884,0,0,0,0.6383,5.879
CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,15.48054534,16,0,0,0,4,0,-0.041754452,0,0.158786,0,0,0.197,9.333258,0.240544,0.36713,0,0,0,0.9734,5.721
CC(C)(C)Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,19.27950472,20,0,0.407570625,9.43542325,1,6.044488851,-0.026170437,0,0.170877,0.903602,0,1.417,12.70144,0.115579,0.38571,3.845601,1.43991,19.90825,1.6628,6.666
CC(C)CCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,22.77940169,20,0,0.422309854,9.429768487,1,6.030898526,-0.026169965,0,0.170875,0.903602,0,1.417,13.97913,0.115579,0.42857,3.982284,1.463262,20.10502,0.5413,6.854
CCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,25.28912523,22,0,0.404747339,9.466485204,1,6.076802091,-0.026169647,0,0.170886,0.903602,0,1.417,12.70144,0.115579,0.35526,3.831535,1.425301,19.78373,-1.6759,6.407
CCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,23.85374035,20,0,0.427093018,9.428309183,1,6.029298233,-0.026169647,0,0.170874,0.903602,0,1.417,12.70144,0.115579,0.38571,4.026765,1.471206,20.17635,-1.0999,6.417
CCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,21.3003797,18,0,0.463126181,9.377801579,1,5.951155518,-0.026169318,0,0.170862,0.903602,0,1.417,12.70144,0.115579,0.42188,4.343105,1.540604,20.743,-0.5239,6.81
CC(=CCc1c(O)cc(O)c2C(=O)CC(Oc12)c3ccc(O)cc3)C,22.77940169,20,0,0.439254299,9.42332144,1,6.001639267,-0.026379809,0,0.170874,0.903602,0,1.417,13.97913,0.115579,0.42857,4.139234,1.493017,20.39536,1.5278,7.244
Oc1ccc(c(O)c1)c2nn(CC=C)c3c(cccc23)C(F)(F)F,17.84439399,17,1,0.498829129,9.390270282,2,0,0.008971429,0.599182,0.418266,0,0,1.089,8.507276,0.131791,0.36032,7.998599,1.098755,23.9958,2.3718,7.032
Oc1ccc(cc1)c2nn(C3CCCC3)c4c(F)cccc24,22.67129034,18,0,0.579698714,9.453168116,2,0,-0.097719072,0,0.143836,0,0,0.546,7.793395,0.106409,0.37431,0,0.579699,0,0.0207,7.745
Oc1ccc(cc1)c2nn(C3CCCC3)c4c(Cl)cccc24,22.67129034,18,0,0.5644518,9.519711326,2,0,-0.08124092,0,0.107935,0,0,0.546,7.793395,0.130806,0.35953,0,0.564452,0,0.4796,7.745
CCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,17.9267444,16,0,0.582716263,9.431331398,2,0,-0.080681503,0,0.095529,0,0,0.546,6.100588,0.105183,0.34526,0,0.582716,0,1.4569,7.284
CC(C)n1nc(c2ccc(O)cc2)c3cccc(c13)C(F)(F)F,16.12463325,17,0,0.593624333,9.386701174,2,0,0.000208,0,0.418265,0,0,0.546,7.793395,0.170144,0.37177,7.925892,0.593624,23.77768,2.268,8.523
CCCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,18.76255972,17,0,0.575771818,9.463241407,2,0,-0.080685654,0,0.095526,0,0,0.546,6.100588,0.105183,0.32858,0,0.575772,0,1.1689,7.602
OCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,17.9267444,15,0,0.577133684,9.205730033,3,0,-0.142209352,0,0.095761,0,0,0.891,6.100588,0.105183,0.35121,5.42406,1.168114,10.86447,1.2449,6.387
OCCn1nc(c2ccc(O)cc2)c3cccc(c13)C(F)(F)F,17.9267444,16,0,0.60107509,9.113932666,3,0,-0.060893491,0,0.418265,0,0,0.891,6.100588,0.115653,0.32934,5.501392,1.204699,35.1444,1.7787,7.018
Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(Cl)cccc24,24.19465696,20,0,0.566229495,9.541946777,2,0,-0.079864201,0,0.107123,0,0,0.546,7.213013,0.105183,0.32918,0,0.566229,0,2.9014,6.979
Oc1ccc(c(O)c1)c2nn(c3cc(F)ccc3F)c4cc(O)ccc24,25.44831069,19,0,0.483732481,9.474287984,2,0,-0.082478741,0.562002,0.144368,0,0,1.632,13.19589,0.112496,0.45487,5.110302,1.612432,19.28929,0.9633,7.509
Oc1ccc(c(O)c1)c2nn(c3cc(Cl)ccc3Cl)c4cc(O)ccc24,25.44831069,19,0,0.449662218,9.575492935,2,0,-0.068475577,0.829119,0.122877,0,0,1.632,13.19589,0.140668,0.42424,0.37737,1.512527,10.79008,1.8811,7.824
Oc1ccc(c(O)c1)c2nn(c3cccc(Cl)c3)c4cc(O)ccc24,25.39110951,19,0,0.462312728,9.533694139,2,0,-0.050940178,0.816416,0.190997,0,0,1.632,10.85982,0.100643,0.40785,4.888407,1.549656,10.5835,1.5124,7.301
Oc1ccc(c(O)c1)c2nn(c3cccc(F)c3)c4cc(O)ccc24,25.39110951,19,0,0.477559642,9.487483577,2,0,-0.05651874,0.716228,0.139124,0,0,1.632,10.85982,0.100643,0.42294,5.043299,1.594315,10.79526,1.0535,7.409
Cc1ccc(cc1)n2nc(c3ccc(O)cc3O)c4ccc(O)cc24,25.70529423,20,0,0.464295179,9.524601098,2,0,-0.050126183,0.804283,0.190986,0,0,1.632,10.40492,0.100643,0.41525,4.90899,1.555488,10.60528,1.5901,7.398
CCCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,19.3541185,17,0,0.478942941,9.436749638,2,0,-0.058598721,0.884801,0.097366,0,0,1.632,7.76201,0.089955,0.37864,5.033438,1.598348,10.73386,-0.326,6.951
Oc1ccc(c(O)c1)c2nn(CC(F)(F)F)c3cc(O)ccc23,17.28349169,15,0,0.519807138,9.324695001,2,0,-0.146970754,0.373706,0.403889,0,0,1.632,7.76201,0.089955,0.38397,5.453035,1.718226,34.68784,1.2968,6.783
Oc1ccc(cc1)N2C(=O)c3cc(O)cc(Br)c3C2=O,15.63074184,14,2,0.562793604,9.273269925,3,0,0.165145103,0.605368,0.248006,0,1.075648,1.208,10.286,0.154953,0.43709,5.218937,1.180769,11.14952,0.537,7.444
Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1,16.31041149,14,2,0.610818295,9.16063618,3,0,0.133513324,0.415017,0.247039,0,0.679444,1.208,9.944835,0.100231,0.48786,5.595484,1.259257,11.66427,-0.0059,7.276
Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,16.31041149,15,2,0.588438681,9.40063618,3,0,0.148697444,0.620476,0.246929,0,1.054444,1.089,9.944835,0.123413,0.47653,5.550826,1.180738,11.11882,0.5307,6.096
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)cc3[N+](=O)[O-],16.31041149,14,2,0.603472616,9.345080625,3,0,0.142695384,0.394939,0.247081,0,0.654444,1.208,9.944835,0.112497,0.4898,5.6395,1.2258,11.49756,0.2976,7.678
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)c4ccccc34,23.74346223,18,2,0.500730348,9.550316029,3,0,0.148667701,0.538424,0.246996,0,1.075278,1.089,12.66275,0.144246,0.45652,4.782133,1.074918,10.50035,0.6287,5.578
Oc1ccc2C(=O)N(C(=O)c2c1)c3cccc4c(O)cccc34,23.74346223,18,2,0.500730348,9.550316029,3,0,0.146246148,0.538424,0.246996,0,1.075278,1.089,12.66275,0.144246,0.45652,4.782133,1.074918,10.50035,0.6287,6.096
COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(OC)c1,16.31041149,16,2,0.587701011,9.503063368,3,5.243971403,0.14068544,0.605414,0.247028,0.88365,1.030139,0.546,9.944835,0.101359,0.43709,2.999698,0.587701,2.999698,-0.3498,5.607
COc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,16.79596521,15,2,0.597701011,9.426990837,3,5.041622479,0.157772044,0.649612,0.24694,0.38053,1.086852,0.546,7.533107,0.088641,0.42238,3.013383,0.597701,3.013383,0.1488,5.481
Oc1cccc(c1)N2C(=O)c3ccc(O)cc3C2=O,16.35169176,14,2,0.598052485,9.379333795,3,0,0.145495517,0.590145,0.246936,0,0.976019,1.089,8.033255,0.088641,0.44657,0,1.202698,0,0.0843,5.538
Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,16.79596521,14,2,0.604645455,9.219802847,3,0,0.148057164,0.615171,0.246929,0,1.017407,1.089,7.533107,0.088641,0.44657,5.574712,1.233084,11.46856,0.0843,7.076
O\N=C\c1c(Cl)cc(cc1Cl)c2ccc(O)c(F)c2,16.3987722,13,1,0.634323859,8.650266274,0,0,-0.060484369,0.486485,0.153567,0,0,0.546,7.515625,0.136355,0.37712,10.5196,1.420412,10.5196,2.1536,6.569
Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)c(F)c3,18.50480763,16,1,0.620273172,8.83106282,1,0,-0.086317291,1.151238,0.154483,0,0,0.546,8.006906,0.14855,0.3999,5.477671,1.382138,12.58141,1.1919,6.526
Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)cc3,18.45664797,16,1,0.589023172,8.846947594,1,0,-0.029741429,1.222332,0.103366,0,0,0.546,6.072593,0.134464,0.35916,5.211057,1.345888,12.33475,1.2821,6.569
O\N=C\c1cn(c2ccc(O)cc2)c3ccccc13,18.01953994,15,2,0.604648172,8.722503149,1,0,-0.014702419,1.20437,0.169693,0,0,0.546,3.725035,0.082841,0.32342,5.274046,1.389291,12.60481,0.7684,5.72
O\N=C\c1ccc(c2ccc(O)c(F)c2)c3ccccc13,23.90473529,17,1,0.621887612,8.724495229,0,0,-0.073963891,0,0.153655,0,0,0.546,8.07366,0.103865,0.35524,10.57537,1.401739,10.57537,1.9606,6.83
COc1cc(ccc1O)C2Nc3ccccc3C(=O)N2Cc4ccccc4,26.03192625,22,1,0.51634016,9.918246867,3,5.245056842,0.099937893,1.514441,0.237178,0.436436,1.795127,0.396,8.96286,0.112196,0.34375,0,0.51634,0,1.2035,5.959
OC(=O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,17.59757916,16,1,0.675316715,8.809961166,2,6.1157636,-0.052771454,0,0.259267,0.25,0,0.591,5.665971,0.115728,0.26923,0,0.675317,0,3.0418,4.538
