SMILES,Caco-2,SP-1,WPATH,ECCEN,SP-2,MLFER_L,nBonds,Kier1,MW,ETA_Eta_R,MDEC-23,ETA_Alpha,VAdjMat,WTPT-1,ETA_Beta_s,ETA_Beta,Kier3,ATSm2,nHeavyAtom,SaaO,SP-0,sumI,VP-1,McGowan_Volume,Kier2,minaaO
Oc1ccc2C(=C(Cc3ccccc3)C(=O)Oc2c1)C(F)(F)F,0,10.85919191,1096,401,10.8505462,10.336,25,17.8112,320.0660289,41.51702,17.87229018,10.35712,5.523561956,46.61460838,14.25,29.75,3.983703033,28.07372324,23,,16.6125197,70.91666667,6.758750198,2.0633,7.086924763,
Cc1cccc(SCC2=CC(=O)Oc3cc(O)ccc23)n1,1,10.11419354,966,390,9.393967711,12.339,23,15.87901701,299.0616143,33.5033,16.85370028,10.23332,5.392317423,42.9989253,13,29,4.05,28.00030218,21,,14.81962648,49.31481481,7.424545136,2.1326,7.05078125,
Cn1cc(nn1)[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C,1,12.42147041,1518,566,12.38114288,12.302,30,18.05555556,353.2103271,48.41618,23.39131435,12.36666,5.700439718,54.22635514,16.25,27.75,2.555555556,31.88269036,26,,18.10408353,54.16666667,9.832363864,2.7263,6.25,
COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2cc1O,1,10.54186055,949,376,10.07539477,11.06,25,15.5232,300.1725446,38.03157,22.9681649,10.49999,5.459431619,45.63683401,13.5,22,2.25921522,26.32836791,22,,15.48276318,47.08333333,8.474225896,2.3554,5.522682446,
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(Cl)cc34)[C@@H]1CCCC2=O,1,10.50385575,939,375,10.2379041,11.147,25,15.5232,318.1386577,38.32137,24.10263841,10.88095,5.459431619,45.67432193,13.25,21.75,2.339181287,27.61595459,22,,15.48276318,44.42901235,8.92880017,2.4191,5.522682446,
COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCCC4=O)[C@@H]3CCc2cc1O,1,11.04186055,1072,396,10.42894816,11.559,26,16.46745562,314.1881947,40.67084,24.10263841,10.99999,5.523561956,47.70052727,14,22.5,2.528009193,27.32836791,23,,16.18986997,48.58333333,8.974225896,2.4963,6.06375,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,17.65299968,4189,1090,15.97172753,18.77,41,26.2343843,485.2202231,71.00931,40.27306483,17.06665,6.169925001,75.70199045,23.25,44.25,5.960625,44.15528162,36,,24.48455242,76,12.79966047,3.6473,12.02734839,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCC6)cc5,0,17.15299968,3812,1000,15.61817414,18.271,40,25.2875,471.204573,68.43739,40.02293627,16.56665,6.129283017,73.58803801,22.75,43.75,5.578593174,43.15528162,35,,23.77744564,74.5,12.29966047,3.5064,11.39612188,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCSCC6)cc5,0,17.65299968,4189,1090,15.97172753,19.529,41,26.2343843,503.176644,71.00931,40.02293627,17.39998,6.169925001,75.70199045,23.25,44.25,5.960625,47.49485203,36,,24.48455242,75.14814815,13.53171127,3.6699,12.02734839,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCOCC6)cc5,0,17.65299968,4189,1090,15.97172753,18.63,41,26.2343843,487.1994876,71.00931,40.02293627,16.89998,6.169925001,75.70199045,23.75,44.75,5.960625,44.81946557,36,,24.48455242,78,12.37701074,3.5651,12.02734839,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,18.15299968,4569,1124,16.32528093,19.269,42,27.18367347,499.2358732,73.74789,40.60628421,17.56665,6.209453366,77.76938333,23.75,44.75,6.342935528,45.15528162,37,,25.1916592,77.5,13.29966047,3.7882,12.66877334,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,18.15299968,4569,1124,16.32528093,19.269,42,27.18367347,499.2358732,73.74789,40.60628421,17.56665,6.209453366,77.76938333,23.75,44.75,6.342935528,45.15528162,37,,25.1916592,77.5,13.29966047,3.7882,12.66877334,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCC6)cc5,0,17.15299968,3812,1000,15.61817414,18.271,40,25.2875,471.204573,68.43739,40.02293627,16.56665,6.129283017,73.58803801,22.75,43.75,5.578593174,43.15528162,35,,23.77744564,74.5,12.29966047,3.5064,11.39612188,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,0,18.47436689,5010,1161,17.01701773,21.176,43,28.13520822,513.1787522,77.34983,43.83772829,17.73331,6.247927513,79.33794061,24.75,48.75,6.133044889,46.81946557,38,,26.22503939,90.33333333,12.7297736,3.6787,12.47450572,
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,15.99120364,3131,854,14.86153854,16.917,37,24.68371074,445.188923,65.04498,38.82104733,15.56665,6.044394119,68.65150969,21.25,42.25,5.555555556,40.15528162,33,,22.94901851,72.5,11.06163213,3.3332,10.94766821,
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,18.15299968,4569,1124,16.32528093,18.45,42,27.18367347,501.2315367,73.74789,40.60628421,17.51903,6.209453366,77.76938333,23.75,44.75,6.342935528,45.40497475,37,,25.1916592,79.5,13.26503591,3.7472,12.66877334,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,17.65299968,4189,1090,15.97172753,18.77,41,26.2343843,485.2202231,71.00931,40.27306483,17.06665,6.169925001,75.70199045,23.25,44.25,5.960625,44.15528162,36,,24.48455242,76,12.79966047,3.6473,12.02734839,
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,17.25915283,3906,1059,15.33796034,17.969,40,25.2875,469.2253085,67.42592,39.48946738,16.73332,6.129283017,73.85146371,22.5,43,5.722550953,42.82318964,35,,23.61430893,70.33333333,12.66537007,3.5886,11.8067602,
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,18.19100448,4521,1151,16.14082951,18.779,42,27.18367347,499.2358732,73.73068,40.27306483,17.56665,6.209453366,77.73058493,24,45,6.189173111,45.48737359,37,,25.1916592,75.5,13.18842611,3.7882,12.66877334,
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,17.75915283,4270,1093,15.69151373,18.468,41,26.2343843,483.2409585,70.12643,39.78995755,17.23332,6.169925001,75.91885659,23,43.5,6.112481974,43.82318964,36,,24.32141571,71.83333333,13.16537007,3.7295,12.45306248,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,0,17.97436689,4508,1062,16.66346434,20.677,42,27.18367347,499.1631021,75.15486,43.37327286,17.23331,6.209453366,77.33834506,24.25,48.25,5.76,45.81946557,37,,25.51793261,88.83333333,12.2297736,3.5378,11.85165278,
COC(=O)COc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,16.02920844,3103,852,14.62755831,16.786,37,24.68371074,446.136553,65.24533,39.52123112,15.33331,6.044394119,68.64439681,21.25,43.75,5.404391068,40.65301175,33,,22.94901851,79.16666667,10.52102714,3.1669,10.94766821,
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1,16.67336639,3550,939,14.51644648,17.114,38,25.64127424,457.2253085,66.4358,38.69486501,16.23332,6.087462841,70.80394873,21.5,42,5.796932067,40.82318964,34,,23.49298858,69.83333333,12.07958363,3.5563,12.02990388,
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,1,17.06721324,3817,968,15.15021367,17.096,39,26.60092045,475.2158867,70.01473,39.42229025,16.51903,6.129283017,72.65447544,22.25,43.25,6.027700831,42.40497475,35,,24.36323207,77.5,12.17924947,3.574,12.24,
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,18.15299968,4569,1124,16.32528093,18.45,42,27.18367347,501.2315367,73.74789,40.60628421,17.51903,6.209453366,77.76938333,23.75,44.75,6.342935528,45.40497475,37,,25.1916592,79.5,13.26503591,3.7472,12.66877334,
CC(C)N(CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,0,17.81257084,4515,1030,16.61958017,18.457,41,28.52587745,501.2515232,76.98293,40.95660961,17.56665,6.209453366,76.32425809,23.25,44.25,6.5025,44.15528162,37,,26.10371905,79.16666667,12.99300379,3.8968,12.66877334,
CC(C)N(CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,0,17.81257084,4515,1030,16.61958017,18.457,41,28.52587745,501.2515232,76.98293,40.95660961,17.56665,6.209453366,76.32425809,23.25,44.25,6.5025,44.15528162,37,,26.10371905,79.16666667,12.99300379,3.8968,12.66877334,
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,17.25915283,3906,1059,15.33796034,17.969,40,25.2875,469.2253085,67.42592,39.48946738,16.73332,6.129283017,73.85146371,22.5,43,5.722550953,42.82318964,35,,23.61430893,70.33333333,12.66537007,3.5886,11.8067602,
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,18.19100448,4521,1151,16.14082951,18.779,42,27.18367347,499.2358732,73.73068,40.27306483,17.56665,6.209453366,77.73058493,24,45,6.189173111,45.48737359,37,,25.1916592,75.5,13.18842611,3.7882,12.66877334,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,0,17.97436689,4508,1062,16.66346434,20.677,42,27.18367347,499.1631021,75.15486,43.37327286,17.23331,6.209453366,77.33834506,24.25,48.25,5.76,45.81946557,37,,25.51793261,88.83333333,12.2297736,3.5378,11.85165278,
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,0,17.25915283,3893,1031,15.33796034,17.969,40,25.2875,469.2253085,67.48152,39.52496711,16.73332,6.129283017,73.85162923,22.5,43,5.722550953,42.82318964,35,,23.61430893,70.33333333,12.66537007,3.5886,11.8067602,
COc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,0,18.19100448,4508,1123,16.14082951,18.779,42,27.18367347,499.2358732,73.76665,40.27306483,17.56665,6.209453366,77.73121191,24,45,6.189173111,45.48737359,37,,25.1916592,75.5,13.18842611,3.7882,12.66877334,
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,1,17.06721324,3817,968,15.15021367,17.096,39,26.60092045,475.2158867,70.01473,39.42229025,16.51903,6.129283017,72.65447544,22.25,43.25,6.027700831,42.40497475,35,,24.36323207,77.5,12.17924947,3.574,12.24,
CN1CCN(CCOc2ccc(cc2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,0,18.04684653,4599,1181,16.59358935,18.992,42,27.18367347,500.2311221,74.0806,40.02293627,17.46665,6.209453366,77.55990839,24.5,45.5,6.189173111,45.65382742,37,,25.3547959,78.5,12.87932959,3.7471,12.25,
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1,16.67336639,3550,939,14.51644648,17.114,38,25.64127424,457.2253085,66.4358,38.69486501,16.23332,6.087462841,70.80394873,21.5,42,5.796932067,40.82318964,34,,23.49298858,69.83333333,12.07958363,3.5563,12.02990388,
COc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,0,18.19100448,4508,1123,16.14082951,18.779,42,27.18367347,499.2358732,73.76665,40.27306483,17.56665,6.209453366,77.73121191,24,45,6.189173111,45.48737359,37,,25.1916592,75.5,13.18842611,3.7882,12.66877334,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCOCC6)cc5,0,17.65299968,4189,1090,15.97172753,18.63,41,26.2343843,487.1994876,71.00931,40.02293627,16.89998,6.169925001,75.70199045,23.75,44.75,5.960625,44.81946557,36,,24.48455242,78,12.37701074,3.5651,12.02734839,
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,15.99120364,3131,854,14.86153854,16.917,37,24.68371074,445.188923,65.04498,38.82104733,15.56665,6.044394119,68.65150969,21.25,42.25,5.555555556,40.15528162,33,,22.94901851,72.5,11.06163213,3.3332,10.94766821,
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,17.75915283,4270,1093,15.69151373,18.468,41,26.2343843,483.2409585,70.12643,39.78995755,17.23332,6.169925001,75.91885659,23,43.5,6.112481974,43.82318964,36,,24.32141571,71.83333333,13.16537007,3.7295,12.45306248,
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,0,15.59735679,2884,803,14.22777135,16.116,36,23.72839506,429.1940083,61.59558,38.03884905,15.23332,6,66.80114878,20.5,41,5.326530612,38.82318964,32,,22.07877502,66.83333333,10.92734173,3.2745,10.7266436,
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1,15.59735679,2894,827,14.22777135,16.116,36,23.72839506,429.1940083,61.54485,38.08224506,15.23332,6,66.80098301,20.5,41,5.326530612,38.82318964,32,,22.07877502,66.83333333,10.92734173,3.2745,10.7266436,
CN(C)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1,15.59735679,2894,827,14.22777135,16.116,36,23.72839506,429.1940083,61.54485,38.08224506,15.23332,6,66.80098301,20.5,41,5.326530612,38.82318964,32,,22.07877502,66.83333333,10.92734173,3.2745,10.7266436,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6CCCCC6)cc5,0,18.15299968,4659,1187,16.32528093,19.269,42,27.18367347,499.2358732,73.23181,40.29075979,17.56665,6.209453366,77.70144349,23.75,44.75,6.342935528,45.15528162,37,,25.1916592,77.5,13.29966047,3.7882,12.66877334,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,0,18.47436689,5010,1161,17.01701773,21.176,43,28.13520822,513.1787522,77.34983,43.83772829,17.73331,6.247927513,79.33794061,24.75,48.75,6.133044889,46.81946557,38,,26.22503939,90.33333333,12.7297736,3.6787,12.47450572,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6CCCCC6)cc5,0,18.15299968,4659,1187,16.32528093,19.269,42,27.18367347,499.2358732,73.23181,40.29075979,17.56665,6.209453366,77.70144349,23.75,44.75,6.342935528,45.15528162,37,,25.1916592,77.5,13.29966047,3.7882,12.66877334,
COc1ccc2C3=C(CCOc2c1)c4ccc(OC)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,1,18.72900929,4853,1184,16.30993149,18.788,43,28.13520822,513.2515232,76.52393,40.27306483,18.06665,6.247927513,79.75982953,24.75,45.75,6.428571429,46.81946557,38,,25.89876598,75,13.57719174,3.9291,13.32,
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,0,17.75915283,4256,1063,15.69151373,18.468,41,26.2343843,483.2409585,70.18424,39.83626421,17.23332,6.169925001,75.9190221,23,43.5,6.112481974,43.82318964,36,,24.32141571,71.83333333,13.16537007,3.7295,12.45306248,
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,0,17.25915283,3893,1031,15.33796034,17.969,40,25.2875,469.2253085,67.48152,39.52496711,16.73332,6.129283017,73.85162923,22.5,43,5.722550953,42.82318964,35,,23.61430893,70.33333333,12.66537007,3.5886,11.8067602,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCSCC6)cc5,0,17.65299968,4189,1090,15.97172753,19.529,41,26.2343843,503.176644,71.00931,40.02293627,17.39998,6.169925001,75.70199045,23.25,44.25,5.960625,47.49485203,36,,24.48455242,75.14814815,13.53171127,3.6699,12.02734839,
OC(=O)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,15.99120364,3131,854,14.86153854,17.297,37,24.68371074,446.136553,65.04498,40.40439467,15.33331,6.044394119,68.65150969,21,43.5,5.555555556,40.32091977,33,,22.94901851,81.16666667,10.6322615,3.1669,10.94766821,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5cccc(OCCN6CCCCC6)c5,0,17.65299968,4000,1018,15.98363292,18.77,41,26.2343843,485.2202231,71.78669,41.40937997,17.06665,6.169925001,75.70429195,23.25,44.25,5.960625,44.15528162,36,,24.48455242,76,12.79966047,3.6473,12.02734839,
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,0,15.59735679,2884,803,14.22777135,16.116,36,23.72839506,429.1940083,61.59558,38.03884905,15.23332,6,66.80114878,20.5,41,5.326530612,38.82318964,32,,22.07877502,66.83333333,10.92734173,3.2745,10.7266436,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5cccc(OCCN6CCCCC6)c5,0,17.65299968,4000,1018,15.98363292,18.77,41,26.2343843,485.2202231,71.78669,41.40937997,17.06665,6.169925001,75.70429195,23.25,44.25,5.960625,44.15528162,36,,24.48455242,76,12.79966047,3.6473,12.02734839,
OCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,15.13536159,2517,744,13.67901656,16.475,35,22.7755102,418.1416384,59.6711,38.82104733,14.49998,5.95419631,64.81489362,19.75,40.75,4.8,37.98882779,31,,21.37166824,72.5,10.16720494,3.0103,10.092,
CN1CCN(CCOc2ccc(cc2)[C@@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,0,18.04684653,4599,1181,16.59358935,18.992,42,27.18367347,500.2311221,74.0806,40.02293627,17.46665,6.209453366,77.55990839,24.5,45.5,6.189173111,45.65382742,37,,25.3547959,78.5,12.87932959,3.7471,12.25,
OCCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,15.63536159,2823,825,14.03256995,17.046,36,23.72839506,432.1572885,61.9672,39.33722592,14.99998,6,66.81785584,20.25,41.25,5.177544138,38.98882779,32,,22.07877502,74,10.66720494,3.1512,10.7266436,
OC(=O)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,15.99120364,3131,854,14.86153854,17.297,37,24.68371074,446.136553,65.04498,40.40439467,15.33331,6.044394119,68.65150969,21,43.5,5.555555556,40.32091977,33,,22.94901851,81.16666667,10.6322615,3.1669,10.94766821,
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,0,17.75915283,4256,1063,15.69151373,18.468,41,26.2343843,483.2409585,70.18424,39.83626421,17.23332,6.169925001,75.9190221,23,43.5,6.112481974,43.82318964,36,,24.32141571,71.83333333,13.16537007,3.7295,12.45306248,
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,0,17.65299968,4189,1090,15.97172753,18.77,41,26.2343843,485.2202231,71.00931,40.27306483,17.06665,6.169925001,75.70199045,23.25,44.25,5.960625,44.15528162,36,,24.48455242,76,12.79966047,3.6473,12.02734839,
Oc1ccc2C3=C(CCCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,0,18.15299968,4464,1122,16.32528093,19.269,42,27.18367347,499.2358732,74.1762,42.4937621,17.56665,6.209453366,77.72016409,23.75,44.75,6.342935528,45.15528162,37,,25.1916592,77.5,13.29966047,3.7882,12.66877334,
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5ccc6COCc6c5,1,13.99395005,2085,702,13.72703413,14.792,34,19.66782007,390.2194948,55.33781,32.78450868,13.99999,5.857980995,61.21258891,18,30.5,2.814991077,35.32836791,29,,19.80275414,58,11.23716037,3.0385,7,
Cc1ccc(cc1)S(=O)(=O)N2Cc3ccc(cc3C2)[C@]4(O)CC[C@H]5[C@@H]6CCc7cc(O)ccc7[C@H]6CC[C@]45C,0,18.59814033,5113,1317,18.7426213,19.422,45,27.81037037,543.2443297,84.8104,39.73118804,19.06665,6.285402219,81.44716879,24,44.75,4.383054468,54.8925872,39,,27.15612529,84.15740741,14.69300594,4.1092,10.03510802,
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C#N,0,17.24309748,3966,1071,16.6100273,17.874,41,26.2343843,485.2566086,76.88188,36.68624436,17.23332,6.169925001,74.74733849,22,39,3.97209496,42.82664182,36,,25.29431797,79.91666667,13.49455388,3.7725,9.576331361,
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,0,17.62581298,4247,1102,17.28196526,18.225,42,27.18367347,502.2719243,80.95798,37.42059317,17.66665,6.209453366,76.58588972,22.5,38,4.079600039,43.99255186,37,,26.16456146,82.08333333,13.97507123,3.9153,9.824014257,
CC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,0,16.58780818,3601,952,16.74694309,17.756,40,25.2875,472.2613596,75.27574,36.33359748,16.83332,6.129283017,72.58332967,21,36.5,3.625156185,41.32836791,35,,24.7503479,77.08333333,13.27516517,3.7157,8.763550296,
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)OCC,0,18.66381778,4921,1170,17.81698742,18.694,44,29.08884298,532.282489,86.89155,38.55880395,18.49998,6.285402219,80.5911306,24,39.5,4.553254438,46.65673582,39,,27.57877502,87.08333333,14.67497729,4.1149,10.92669607,
Oc1cccc2c(OC(=O)c3ccc(Cl)cc3Cl)cccc12,1,10.55855065,1060,411,9.699228965,12.032,24,16.84375,332.0006995,36.9615,20.67897166,10.92857,5.459431619,44.81746857,13.5,33,3.75308642,29.23190919,22,,15.68986997,50.52469136,7.195940396,2.212,7.266435986,
COc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,1,10.68587185,1105,444,9.328920113,11.246,24,16.84375,294.0892089,35.91014,20.7883334,10.33332,5.459431619,44.99121371,13.5,32.5,3.925619835,25.99255186,22,,15.52673326,53.66666667,6.757752746,2.1668,7.713498623,
COC(=O)C(C)N1C(=O)S\C(=C\c2ccc(O)c(Cl)c2)\C1=O,1,10.34544301,1092,410,9.523529719,12.604,23,18.34026465,341.0124712,38.74206,10.5128275,10.61427,5.459431619,43.47660287,14,27,4.110329908,30.78243871,22,,16.43879311,59.49382716,7.37686528,2.2422,7.713498623,
Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(Br)cc3)c4ccc(O)cc4,0,14.3630811,2262,626,13.3692568,17.242,33,23.16804408,463.0419202,59.77249,33.08411955,15.06665,5.906890596,61.21022626,18.25,41.75,4.859504132,40.47958917,30,,21.4134846,73.06481481,10.08430676,3.0494,9.868055556,
Oc1ccc(cc1)N2C(=O)c3ccc(Br)cc3C2=O,1,9.0753874,662,309,8.561469157,12.575,21,13.95918367,316.9687552,30.48493,16.79596521,9.73332,5.247927513,38.78539199,12,28,2.492157923,28.14749719,19,,13.56854962,48.73148148,6.344057064,1.8623,5.413111342,
Oc1ccc(\C=C\C(=O)c2ccc(Br)cc2)cc1,1,8.647867046,702,345,7.70048372,10.204,19,14.4099723,301.9942417,26.4573,16.50875815,9.49999,5.169925001,36.12140671,10,26,4.565992866,25.31685942,18,,12.95781916,42.39814815,6.213129462,1.9533,6.9632,
Cc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,1,10.14786705,950,394,9.159818134,10.886,23,15.87901701,278.0942943,33.80997,20.7883334,9.99999,5.392317423,42.969786,12.5,31,3.673469388,24.32836791,21,,14.81962648,50.16666667,6.64538031,2.1081,7.05078125,
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,1,9.185871848,838,393,7.881491081,10.029,20,15.39,258.1255944,28.32127,15.83872372,8.99999,5.247927513,38.1738038,11,24.5,4.795005203,21.32836791,19,,13.66492594,44.33333333,6.326093889,2.0639,7.695266272,
CC(=CCc1c(O)c(O)cc([C@H]2CCc3ccc(O)cc3O2)c1CC=C(C)C)C,1,13.75692795,2166,567,13.01757671,15.181,31,23.65868887,394.2144094,56.92323,29.63065559,13.83332,5.857980995,58.45297971,16.75,32.25,6.035714286,32.66045989,29,,21.12902755,65.5,10.07746139,3.1961,10.54338843,
CC(=CCc1c(O)c(O)ccc1[C@H]2CCc3ccc(O)cc3O2)C,1,11.4523975,1322,439,10.72417299,12.792,26,18.78106509,326.1518092,42.38538,23.94751572,11.33332,5.584962501,48.73261755,14.25,28.75,4.411458333,27.66045989,24,,17.26722023,56.66666667,8.110317904,2.5346,8.131482834,
Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,0,8.720346691,616,304,8.03146765,9.657,20,13.005,242.0942943,26.57372,18.80320491,8.49999,5.169925001,37.1595355,11,24,2.962962963,21.32836791,18,,12.53516943,42.16666667,5.996917894,1.8144,5.551020408,
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,1,13.68392463,1905,575,14.12107688,15.182,33,20.87786961,416.2021305,59.23956,22.31562221,14.16665,5.857980995,59.91483823,17.75,23.75,2.9575,38.00003029,29,,20.60408353,62.39814815,12.19441909,3.1735,7,
OC(=O)\C=C\c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(O)cc5,0,18.47436689,5266,1257,16.64593023,20.637,42,29.49092971,527.176644,75.9474,39.36781539,18.39998,6.247927513,78.37864726,23.25,49.75,7.853185596,47.83066807,38,,26.48455242,86.98148148,13.56314122,3.9313,14.25445898,
