SMILES,MN,WTPT-5,nHBAcc_Lipinski,ETA_BetaP_s,WTPT-3,minHBa,ETA_dEpsilon_C,ETA_dEpsilon_A,ETA_Epsilon_4,ETA_Epsilon_1,TopoPSA,MLFER_S,nHBAcc,nN,maxsssCH,ETA_EtaP_F,ETA_Eta_F_L
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C#N,0,2.487707,5,0.61111,13.02778,5.24497,-0.06832,0.1047,0.51526,0.55164,90.55,3.007,4,1,0.541017,0.83244,6.16246
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,0,0,5,0.60811,12.97654,5.317053,-0.06764,0.10191,0.51418,0.54844,83.83,2.675,4,0,0.535576,0.8127,6.08937
CC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,0,0,4,0.6,10.00462,9.959492,-0.05825,0.09301,0.50562,0.54038,74.6,2.715,3,0,0.553075,0.78827,5.75527
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)OCC,0,0,6,0.61538,15.96067,5.343221,-0.07618,0.1099,0.52198,0.5557,93.06,2.635,5,0,0.518077,0.8378,6.42347
Oc1cccc2c(OC(=O)c3ccc(Cl)cc3Cl)cccc12,1,0,3,0.61364,13.27636,0.610039,-0.11789,0.2478,0.55982,0.68973,46.53,2.278,1,0,0,1.06676,6.62766
COc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,1,0,4,0.61364,11.01366,5.058129,-0.08627,0.18769,0.52821,0.62963,55.76,2.211,1,0,0,1.05493,6.79073
COC(=O)C(C)N1C(=O)S\C(=C\c2ccc(O)c(Cl)c2)\C1=O,1,3.376613,6,0.63636,21.71801,-2.15462,-0.19549,0.27385,0.63299,0.71135,109.21,2.108,5,1,0,0.96776,5.47025
Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(Br)cc3)c4ccc(O)cc4,1,3.554923,5,0.60833,16.35481,1.408831,-0.08557,0.18075,0.52843,0.62361,77.84,3.276,4,1,0,1.17736,8.39563
Oc1ccc(cc1)N2C(=O)c3ccc(Br)cc3C2=O,1,3.484536,4,0.63158,13.73904,1.154496,-0.12242,0.24055,0.56581,0.68395,57.61,2.067,3,1,0,0.99988,5.54459
Oc1ccc(\C=C\C(=O)c2ccc(Br)cc2)cc1,0,0,2,0.55556,7.588757,9.15257,-0.06619,0.16499,0.50465,0.60345,37.3,2.06,1,0,0,0.9054,5.28851
Cc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,1,0,3,0.59524,8.226808,5.458529,-0.06743,0.16334,0.5098,0.60571,46.53,2.026,1,0,0,1.01985,6.3467
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,0,0,3,0.57895,7.850059,5.051321,-0.06386,0.12939,0.50204,0.56757,49.69,1.698,0,0,0,0.81738,4.94549
CC(=CCc1c(O)c(O)cc([C@H]2CCc3ccc(O)cc3O2)c1CC=C(C)C)C,0,0,4,0.57759,10.84083,6.232898,-0.0558,0.10883,0.49556,0.54859,69.92,2.311,0,0,0,0.86821,6.17548
CC(=CCc1c(O)c(O)ccc1[C@H]2CCc3ccc(O)cc3O2)C,0,0,4,0.59375,10.81011,6.067714,-0.06993,0.13419,0.51111,0.57536,69.92,2.259,0,0,0,0.87157,5.58601
Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,0,0,3,0.61111,8.241852,5.897035,-0.07191,0.15288,0.51591,0.59688,49.69,1.809,0,0,0,0.82568,4.72554
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,0,0,4,0.61207,13.55854,-1.64555,-0.0902,0.09797,0.53704,0.54481,85.74,2.707,4,0,0.586946,0.44583,2.75175
OC(=O)\C=C\c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(O)cc5,1,3.406087,6,0.61184,19.6483,-1.85035,-0.07795,0.15063,0.52135,0.59403,115.31,3.448,4,1,0,1.12621,9.76709
Oc1ccc2nc(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c2c1,1,10.22623,5,0.64844,15.86945,2.1633,-0.04871,0.10919,0.49417,0.55464,50.52,2.816,3,3,0,0.97819,8.227
Oc1ccc(cc1)c2nc3ccccc3n2Cc4ccc(OCCN5CCCCC5)cc4,1,10.22665,5,0.64844,15.84463,2.230093,-0.04871,0.10919,0.49417,0.55464,50.52,2.816,3,3,0,0.97332,8.227
OCC1=Nc2cc3CCC(N(CC#C)c4ccc(cc4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)c3cc2C(=O)N1,1,15.75727,15,0.64362,40.33733,1.960892,-0.15727,0.21657,0.59653,0.65583,235.03,5.091,15,5,0,1.2501,11.32905
COc1ccc(cc1)c2oc(SC\C(=C(\C#N)/C(=N)C)\O)nn2,1,11.01186,7,0.61957,22.50357,-1.77717,-0.14708,0.22395,0.5844,0.66126,141.32,3.192,5,4,0,1.00747,6.64056
Cc1ccc(cc1)c2nnc(S)n2\N=C\C=C/c3ccccc3[N+](=O)[O-],1,15.72658,7,0.61538,23.13273,1.717022,-0.10858,0.2058,0.54912,0.64634,125.01,2.96,4,5,0,1.11372,8.09153
Oc1c(\C=N\c2cccc3cccnc23)sc4ccccc14,1,6.24098,3,0.625,11.97936,-1.37541,-0.06183,0.16608,0.5085,0.61275,73.72,2.209,2,2,0,1.01523,6.938
Cc1nn(c2ccccc2)c3sc(cc13)C(=O)OCN4C(=O)c5ccccc5C4=O,1,10.09447,7,0.65833,24.04823,-1.90625,-0.12033,0.22107,0.56667,0.66741,109.22,2.967,7,3,0,1.15684,8.93639
CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc12,1,15.5489,6,0.65625,18.02887,1.90713,-0.09216,0.14642,0.53333,0.5876,83.6,3.01,6,5,0,0.98671,6.11333
Cn1c(SCC2=CC(=O)N3C=C(Br)C=CC3=N2)nnc1C4COc5ccccc5O4,1,16.1674,8,0.69167,30.69966,-1.57323,-0.13088,0.21525,0.57722,0.66159,107.14,4.28,6,5,0,0.93305,7.65902
CC1Cc2ccccc2N1C(=O)CSc3nnc(NC(=O)Cc4cccs4)s3,1,12.66287,6,0.63393,26.9471,-1.50055,-0.11733,0.1854,0.56092,0.62899,156.97,3.573,6,4,0.237886,0.91307,7.06232
COC(=O)c1oc2ccc(Br)cc2c1NC(=O)CCCN3C(=O)c4ccccc4C3=O,1,6.531057,8,0.65323,25.18461,1.154984,-0.14564,0.22969,0.58817,0.67222,105.92,3.403,7,2,0,1.12289,8.39876
O=Cc1cn(nc1C2=Cc3c(OC2=O)ccc4ccccc34)c5ccccc5,1,6.703338,5,0.63393,14.9189,1.589092,-0.07962,0.19311,0.52698,0.64048,60.67,3.743,4,2,0,1.18082,8.83336
FC(F)(F)c1cc(nc2c(Br)c(nn12)C(=O)NCc3occc3)c4cccs4,1,12.9188,6,0.66964,31.30979,-1.46027,-0.20275,0.33035,0.64634,0.77394,100.67,2.956,5,4,0,1.1302,7.89569
O=C(CSc1nnc(SCC(=O)c2occc2)s1)c3occc3,1,6.147698,6,0.63043,26.44806,-1.34702,-0.18094,0.27866,0.62248,0.7202,165.04,2.771,4,2,0,0.89826,6.2954
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,1,6.028864,4,0.625,10.98861,2.66093,-0.09691,0.17277,0.53604,0.61191,62.22,2.299,3,2,0,0.89089,4.55979
O=C(CN1C(=O)N(Cc2occc2)C(=O)c3c4CCCCCc4sc13)Nc5ccccc5,1,10.07059,7,0.66406,24.08869,-1.77177,-0.10575,0.1697,0.55121,0.61515,111.1,2.335,6,3,0,1.05869,8.05852
O=C(N1CCc2ccccc2C1)c3cc(on3)c4occc4,1,6.564342,5,0.67045,15.27264,1.797721,-0.09619,0.18389,0.54286,0.63056,59.48,2.286,2,2,0,0.95069,6.44688
Cc1ccc(cc1C)n2nnnc2SCC(=O)Nc3ccc4C(=O)OCc4c3,1,15.79194,8,0.63393,26.99729,-1.76274,-0.12825,0.20678,0.57184,0.65037,123.78,4.282,8,5,0,1.00268,7.65192
CN1C(=O)\C(=C\2/SC(=NC2=O)Nc3cccc(C)c3C)\c4ccccc14,1,9.493288,5,0.64423,17.7886,-1.93908,-0.09064,0.16718,0.53509,0.61163,87.07,3.001,5,3,0,0.9988,6.95003
O=C(COC(=O)CCC(=O)c1cccs1)NCc2occc2,0,2.991934,6,0.625,19.51926,-1.21916,-0.15806,0.22196,0.59556,0.65946,113.85,2.49,5,1,0,0.8978,5.93331
Cc1oc(\C=C\2/Sc3nc(nn3C2=O)c4occc4)cc1,1,9.836168,6,0.69048,21.6465,-1.68157,-0.14231,0.25819,0.58968,0.70556,99.36,2.122,4,3,0,0.94613,6.26298
OC(=O)c1cc(nc2ccccc12)c3occc3,1,3.176903,4,0.63889,11.08675,5.247769,-0.1035,0.22267,0.5475,0.66667,63.33,1.791,3,1,0,1.00493,5.7362
Cc1occc1C(=O)NCc2cccc(CNC(=O)c3ccoc3C)c2,1,6.056776,6,0.63462,17.07224,2.865439,-0.09724,0.1696,0.53778,0.61015,84.48,2.955,4,2,0,1.00202,7.39009
O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3cnc4ccccc4n3)c5occc5,1,12.45974,7,0.65152,20.58625,2.720742,-0.08295,0.19024,0.528,0.63529,97.12,4.223,6,4,0,1.23504,10.611
Cc1oc(cc1)C2CC(=O)N3CN(CSC3=C2C#N)c4cccc(C)c4,1,9.582533,5,0.65385,18.36708,-1.53054,-0.09064,0.15333,0.53509,0.59778,85.78,3.25,4,3,0,0.93926,6.5535
CCOC(=O)c1c(C)oc2c3ccccc3c(O)c(\C=N\C4CCS(=O)(=O)C4)c12,1,3.100295,7,0.63793,22.54907,5.188916,-0.12883,0.19412,0.57204,0.63733,114.55,3.487,5,1,0,1.0805,7.09891
C=CCN1C(=O)C(=CC2=C1N=C3C=CC=CN3C2=O)C#N,1,12.63294,6,0.67857,17.81974,1.286991,-0.13893,0.22967,0.5813,0.67204,76.77,3.541,6,4,0,1.09195,6.2295
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)NCc3ccc4OCOc4c3,1,3.040495,7,0.64655,23.29649,2.754091,-0.12033,0.20818,0.56354,0.65139,103.22,4.36,4,1,0,1.0751,7.94056
COc1ccc(Cl)cc1NC(=O)c2ocnc2C,1,6.021855,5,0.66667,16.91256,0.720745,-0.15064,0.24036,0.5891,0.67882,64.36,2.285,3,2,0,0.95278,5.36379
COc1ccc(cc1OC)C2CC(=NN2S(=O)(=O)C)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5,1,9.746425,8,0.63514,28.58494,0.651028,-0.1098,0.19706,0.55348,0.64075,109.7,4.156,5,3,0,1.27699,10.07006
COc1ccc(NC(=O)c2occc2)cc1N,1,5.593178,5,0.64706,13.91579,2.668213,-0.11507,0.2026,0.55385,0.64138,77.49,2.35,3,2,0,0.95465,5.292
CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,1,6.364119,5,0.59,20.37651,-1.01823,-0.09409,0.14125,0.53107,0.57823,103.1,2.551,5,2,0,0.90037,5.51108
CCn1c(SCC(=O)c2oc(CNC(=O)C)cc2)nnc1c3cccs3,1,12.55869,7,0.64423,26.71114,-1.62614,-0.13415,0.19658,0.57469,0.63712,143.56,3.148,6,4,0,0.93881,6.80097
Cc1ccc2nc(O)c(cc2c1)c3nc4ccccn4c3NCc5occc5,1,13.02282,6,0.67857,18.62959,3.39164,-0.0698,0.16423,0.51717,0.61159,75.59,3.567,4,4,0,1.13201,8.65753
O\C(=C(/C#N)\c1nc2ccccc2[nH]1)\Nc3ccc(Cl)cc3,1,11.83618,5,0.64773,16.9134,0.794063,-0.10499,0.21723,0.54692,0.65916,84.73,3.145,5,4,0,1.08641,7.08077
CCCNC(=O)c1ccc(s1)c2nc3ccccc3s2,1,6.092722,3,0.6125,14.91899,-1.34467,-0.08159,0.1542,0.52444,0.59706,98.47,2.221,3,2,0,0.84395,5.21905
O=C(Nc1cccc(c1)c2cn3cccnc3n2)c4ccc5OCOc5c4,1,12.83865,7,0.7037,21.56092,2.907797,-0.10121,0.21059,0.54915,0.65854,77.75,4.328,5,4,0,1.09835,8.46764
CCCN1N=C(C(=O)OCC(=O)c2ccc3OCC(=O)Nc3c2)c4ccccc4C1=O,1,9.637432,9,0.65323,26.00064,1.229076,-0.15102,0.22147,0.59355,0.664,114.37,3.407,8,3,0,1.11641,8.19643
Cc1ccc2[nH]c(nc2c1)\C(=C/c3ccc(N4CCCCC4)c(c3)[N+](=O)[O-])\C#N,1,15.34804,7,0.64655,20.21994,2.071344,-0.08961,0.15946,0.53282,0.60267,98.85,2.872,4,5,0,1.1056,7.86551
CCOC(=O)Nc1on[n+](c1)N2CCOCC2,1,13.03039,8,0.70588,24.46069,1.947752,-0.19848,0.21956,0.63726,0.65833,80.71,1.161,5,4,0,0.72987,4.02055
NC(=O)C1(CCN(CC1)c2nc(cs2)c3ccc(Br)cc3)N4CCCCC4,1,12.57127,5,0.64815,20.6501,-1.19086,-0.07731,0.11562,0.52131,0.55962,90.7,2.861,5,4,0,0.73924,5.29384
COc1ccc2c(c1)C(=O)Oc3cc(OCC(=O)N4CCC(C)CC4)ccc23,1,3.39405,6,0.65179,17.55958,1.849271,-0.10138,0.15902,0.54497,0.60261,65.07,3.251,3,1,0.669579,0.93638,6.68681
CCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,1,12.88034,5,0.65625,24.25063,-1.18724,-0.13798,0.23246,0.58343,0.67791,81.51,2.562,4,4,0,0.90213,6.15482
Cc1nc2sccn2c1c3nc(cs3)c4oc5ccccc5c4,1,9.740618,4,0.68478,19.10464,-1.24657,-0.08318,0.1933,0.534,0.64412,99.81,2.649,3,3,0,0.99472,7.10848
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Cl)C(=O)c3ccccc13,1,3.087757,7,0.61667,28.62223,0.140452,-0.13358,0.20855,0.57311,0.64809,116.96,3.912,7,1,0,1.17595,7.09558
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,0,0,2,0.61905,20.1847,0.694183,-0.22249,0.38258,0.66019,0.82028,40.46,1.809,0,0,0,0.99485,5.48546
NC(=O)c1c2CCCc2sc1NC(=O)c3oc4ccccc4c3,1,5.53698,5,0.6413,16.84686,-1.53859,-0.11043,0.19361,0.55646,0.63964,113.57,3.052,4,2,0,0.95883,6.13072
Cc1cc(c2nn3c(nnc3s2)c4ccccc4)c5ccccc5n1,1,16.15198,5,0.65,19.34613,-1.53919,-0.06979,0.17355,0.51905,0.62281,84.21,2.775,5,5,0,1.05907,7.83358
COC(=O)c1ccc2C(=O)N(CCCCCC(=O)NCc3ccc4OCOc4c3)C(=O)Nc2c1,1,9.557488,10,0.66912,28.60994,1.138745,-0.14237,0.20014,0.58404,0.64181,123.27,3.23,8,3,0,1.01813,8.38644
COCCNC(=O)c1c(N)n(\N=C\c2cccs2)c3nc4ccccc4nc13,1,18.68378,8,0.66964,26.96845,-1.09138,-0.11308,0.19119,0.55667,0.63478,135.66,3.507,8,6,0,1.12092,8.22324
CCC1(C)NC(=O)N(CC(=O)Nc2sc3CCCc3c2C(=O)N)C1=O,1,11.87331,8,0.66,25.08301,-1.65464,-0.16392,0.19101,0.60476,0.63185,149.84,2.343,8,4,0,0.89869,5.14465
Cc1onc(c1)C(=O)OCC(=O)c2ccc(Br)s2,1,3.001987,5,0.625,19.52764,-1.18317,-0.19487,0.28462,0.63333,0.72308,97.64,2.089,3,1,0,0.86503,4.93752
CC1=Nc2ccccc2C(=O)N1\N=C\c3c(O)ccc4oc5CCCCc5c34,1,9.664957,6,0.65179,18.02858,1.27097,-0.09362,0.1654,0.54098,0.61277,78.4,2.498,4,3,0,1.01819,7.31554
CCc1cccc2c(c[nH]c12)C(=O)Cn3nnc(n3)c4ccc(OC)c(OC)c4,1,15.90075,8,0.63793,24.07908,1.302461,-0.10141,0.17479,0.54462,0.618,94.92,3.39,6,5,0,1.08294,8.33025
CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)c2cc3CCCc3s2,1,3.417462,6,0.625,22.95657,-1.42441,-0.13522,0.15685,0.57576,0.59739,117.37,3.335,6,1,0.237784,0.76078,4.43788
CC(=N)\C(=C(\O)/CSc1oc(nn1)c2ccc(OC(F)F)cc2)\C#N,1,11.01466,7,0.63,27.48165,-1.89203,-0.21185,0.30613,0.64884,0.74312,141.32,3.169,5,4,0,1.05007,7.05537
O=C(Cc1cn2ccsc2n1)OCc3nc4ccccc4s3,1,9.709133,5,0.68182,21.4961,-1.2552,-0.12148,0.21899,0.56815,0.66566,112.97,2.773,5,3,0,0.92197,6.52084
CCn1c(SCC(=O)Nc2ccc3c(oc4ccccc34)c2)nnc1c5ccc(N)cc5,1,15.26884,7,0.64844,24.08976,-1.70237,-0.08194,0.16775,0.5274,0.61321,124.27,3.965,6,5,0,1.09185,9.17213
CCN(c1ccccc1)S(=O)(=O)c2ccc3ncc(C(=O)NCCOC)c(O)c3c2,1,9.447183,8,0.63333,25.81772,1.425877,-0.11488,0.18688,0.55441,0.62642,117.21,3.501,7,3,0,1.17359,8.01388
Cc1ccc(cc1)c2csc(NC(=O)c3oncc3)n2,1,9.154449,5,0.65,17.78994,-1.36434,-0.11296,0.21198,0.55581,0.65484,96.26,2.645,3,3,0,0.9641,6.19075
CCOC(=O)C1=C(C)S\C(=C/N(C)C)\C1=O,0,2.995617,4,0.60938,13.9359,-1.46055,-0.13429,0.16882,0.56762,0.60215,71.91,1.744,4,1,0,0.68879,3.22591
CCc1ccc(NC(=O)c2noc3CCCc23)cc1,1,6.167572,4,0.63158,11.83387,2.863908,-0.08236,0.14041,0.52576,0.58381,55.13,2.134,2,2,0,0.79358,4.60292
O=C(Cc1ccc(s1)S(=O)(=O)N2CCOCC2)Nc3nc4CCCCc4s3,1,9.589079,7,0.65741,29.86759,-1.8103,-0.14449,0.18656,0.58849,0.63056,153.46,3.159,7,3,0,0.85152,5.65715
CN1C(=O)CSc2ccc(NC(=O)N3CCC(CC3)N4CCCCC4)cc12,1,13.26352,6,0.67593,21.4455,-1.20954,-0.08879,0.11418,0.53279,0.55818,81.19,2.515,6,4,0.643852,0.69159,4.68914
CCn1c2ccccc2c3cc(NC(=O)CSc4nnc(c5ccc(OC)cc5)n4N)ccc13,1,18.64617,8,0.64706,27.04483,-1.81257,-0.08352,0.16222,0.52821,0.6069,125.29,3.957,7,6,0,1.11632,9.65645
CCCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,1,12.95206,5,0.65,24.32854,-1.20094,-0.12968,0.21417,0.5746,0.6591,81.51,2.562,4,4,0,0.88528,6.15482
Cc1ccccc1NC(=O)CSc2nnc(c3occc3)c(n2)c4occc4,1,12.50004,7,0.65179,24.21393,-1.79886,-0.10832,0.20565,0.55191,0.64924,119.35,3.237,5,4,0,1.07392,8.41106
O=C(CSc1nc(ccc1C#N)c2cccnc2)Nc3sc4CCCc4c3C#N,1,14.24721,6,0.62931,23.03203,-1.83358,-0.11369,0.19543,0.5569,0.63864,156,3.865,6,5,0,1.04706,7.92509
NC(=S)N1NC(=C(\N=N\c2ccc(O)cc2)C1=O)c3ccc(cc3)[N+](=O)[O-],1,18.20655,10,0.63889,30.57097,1.191206,-0.17169,0.28367,0.61195,0.72393,178.54,3.059,6,6,0,1.19584,8.13884
Clc1ccc(COc2ccc(cc2)c3oc(NCc4cccnc4)c(n3)C#N)cc1,1,11.75023,6,0.65,20.54157,0.869969,-0.09325,0.19372,0.53611,0.63658,83.97,3.26,4,4,0,1.11567,9.3695
Cc1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(Br)cc4,1,13.07192,4,0.61957,18.7415,-1.1796,-0.07664,0.16323,0.52267,0.60926,68.37,2.608,4,4,0,0.87196,6.09549
CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)NC(=O)NCc3occc3,1,12.5853,8,0.65517,29.43588,-1.93685,-0.14499,0.2031,0.58475,0.64286,157.55,2.943,7,4,0,0.96598,7.06561
COc1cccc2C=C(C(=O)Oc12)c3cn4ccc(C)cc4n3,1,6.668336,5,0.67391,15.18216,5.236856,-0.09051,0.1864,0.53654,0.63243,52.83,3.719,3,2,0,1.03598,6.88453
COc1ccc(CN2C(=O)Nc3cc(ccc3C2=O)C(=O)NCc4ccc5OCOc5c4)cc1,1,9.622786,9,0.67647,26.30553,1.128494,-0.12107,0.20805,0.56575,0.65273,106.2,3.386,6,3,0,1.15549,9.70356
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c3ccccc13,1,3.087757,7,0.60833,28.62223,2.813326,-0.12406,0.19641,0.56359,0.63595,116.96,3.991,7,1,0,1.1024,6.79825
[O-][N+](=O)c1ccc(Oc2cccc(\C=N\NC(=O)c3cncc(Br)c3)c2)c(c1)[N+](=O)[O-],1,15.14806,11,0.6371,33.08439,2.407193,-0.17845,0.30409,0.61778,0.74341,149.86,3.071,4,5,0,1.26225,9.6951
O=C1Oc2ccccc2N1CCn3c4ccccc4c5nc6ccccc6nc35,1,13.58983,6,0.69828,19.25564,1.671047,-0.07602,0.17676,0.52667,0.62741,60.25,2.903,5,4,0,1.12118,8.85753
COc1ccc(cc1)C2C=C(Nc3nc(NC(=O)C)nn23)c4ccc(Cl)cc4,1,16.13134,7,0.66964,23.85086,0.831216,-0.1051,0.19161,0.54869,0.6352,81.07,3.637,6,5,0,1.09757,8.15954
CCOC(=O)Cc1cc(O)n2nc(cc2n1)c3ccc(C)cc3,1,9.838435,6,0.6413,17.77168,4.900465,-0.10269,0.17596,0.54423,0.6175,76.72,2.466,5,3,0,0.97845,6.34156
Cc1oc(cc1)c2cc(C(=O)NCc3occc3)c4ccccc4n2,1,6.221967,5,0.65,14.84072,2.886312,-0.08093,0.17458,0.52586,0.61951,68.27,2.623,3,2,0,1.06626,7.62961
CC(OC(=O)COc1ccc(Cl)cc1C)C(=O)N(C)C,1,2.945643,5,0.625,16.40607,0.796158,-0.14286,0.18647,0.57619,0.6198,55.84,2.133,4,1,0,0.85834,4.79532
CC1CCN(Cc2c(O)c(Cl)cc3C(=CC(=O)Oc23)C)CC1,1,3.443177,4,0.63636,14.17538,0.567413,-0.10178,0.1482,0.54371,0.59014,49.77,2.336,2,1,0.771297,0.759,4.39974
COc1cc(NC(=O)CSC2=Nc3ccccc3C(=O)N2C)ccc1NC(=O)c4occc4,1,12.55944,9,0.66667,29.10689,-1.90079,-0.13198,0.21467,0.57391,0.6566,138.54,4.489,7,4,0,1.14614,9.35285
FC(F)Oc1ccc(cc1)c2oc(SCC(=O)NC(=O)NCc3occc3)nn2,1,12.14266,9,0.67241,34.13103,-1.96555,-0.21531,0.31439,0.65507,0.75415,144.79,3.026,6,4,0,1.0551,8.22132
CCN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccccc2Cl)Br,1,2.923993,3,0.57609,13.12741,0.737906,-0.09126,0.17547,0.52857,0.61278,49.66,2.344,3,1,0,0.89056,5.77916
COc1ccc2[nH]c3C4=Nc5ccccc5C(=O)N4CCc3c2c1,1,10.00601,5,0.6875,15.42752,1.775078,-0.0827,0.16624,0.5327,0.61624,57.69,3.029,4,3,0,1.01573,6.90295
CCc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,1,11.30705,6,0.64167,17.03434,5.834546,-0.07621,0.16894,0.52255,0.61528,105.05,3.66,4,4,0,1.1885,8.7074
CC(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1,1,9.564559,7,0.63889,19.68883,1.005718,-0.11951,0.14948,0.55977,0.58974,95.58,2.066,7,3,0,0.87771,5.41901
Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,1,12.14484,7,0.63462,26.16013,-1.04567,-0.12434,0.21263,0.56488,0.65318,137.67,3.841,7,4,0,1.09202,7.49777
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,1,13.44565,6,0.66667,23.69622,0.86826,-0.10462,0.16065,0.54747,0.6035,87.98,3.798,6,4,0,0.94207,7.33635
CNc1nnc(s1)C2=Cc3cc(Cl)ccc3OC2=O,1,8.892072,5,0.65789,20.19659,-1.49044,-0.16162,0.27459,0.60502,0.71799,92.35,2.985,4,3,0,0.94693,5.55873
COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1,1,12.39774,6,0.65385,20.30007,0.85097,-0.09656,0.12384,0.541,0.56828,79.62,1.998,6,4,0.631998,0.66097,4.44057
CC1=CC=CN2C(=O)C3=C(N=C12)N(C(=O)C(=C3)C#N)c4ccc(C)cc4,1,12.75937,6,0.66346,17.97029,1.334491,-0.10617,0.19389,0.55062,0.63833,76.77,3.851,6,4,0,1.16547,7.59193
NCCNc1nc(NCc2ccccc2)c3CN(Cc4ccccc4)CCc3c1C#N,1,17.85176,6,0.6371,17.85176,2.41784,-0.05221,0.10832,0.49474,0.55085,90,3.345,6,6,0,1.0158,8.31977
Cc1onc(NC(=O)CSc2cn(CCNC(=O)c3ccc(Cl)cc3)c4ccccc24)c1,1,12.59769,7,0.64844,26.28281,-1.59381,-0.10995,0.19084,0.55218,0.63306,114.46,4.221,5,4,0,1.05764,8.86225
COc1cccc(c1)c2nnc(NC(=O)Cc3cccs3)s2,1,9.239082,5,0.625,20.69875,-1.56076,-0.1148,0.20283,0.55674,0.64476,120.59,2.807,4,3,0,0.94883,6.51778
CCCSc1nc(C)c(cc1C#N)c2csc(n2)C(=C3CCCC3)C#N,1,11.2041,4,0.59615,17.32037,-1.4031,-0.08327,0.13192,0.52381,0.57246,126.9,2.862,4,4,0,0.87005,5.72477
O=C(Nc1nc(cs1)c2nc3ccccc3s2)C4COc5ccccc5O4,1,9.383034,6,0.67593,24.48606,-1.44737,-0.11694,0.22289,0.56488,0.67083,129.82,3.605,4,3,0,1.02046,7.91371
O=C(CSc1n[nH]c(n1)c2ccc(cc2)S(=O)(=O)N3CCCCC3)Nc4nccs4,1,18.7152,9,0.65833,35.82676,-1.66307,-0.14403,0.20714,0.58689,0.65,182.86,3.793,9,6,0,0.98987,7.29322
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)O,1,0,5,0.60526,16.33215,4.984477,-0.14718,0.23924,0.58537,0.67742,92.96,2.595,4,0,0,1.00066,5.2228
O=C(Cc1coc2cc3CCCc3cc12)OCC4=CC(=O)N5C(=N4)Sc6ccccc56,1,6.729047,6,0.66935,21.23745,-1.55682,-0.10496,0.18802,0.55436,0.63742,97.41,3.398,5,2,0,0.97158,7.92097
Cc1cccc(N2CCN(CC2)c3nc4ccccc4n5cnnc35)c1C,1,20.03014,6,0.69444,20.03014,2.331432,-0.0583,0.12144,0.50625,0.56939,49.56,3.237,6,6,0,0.94769,7.36144
Cc1ccc(C(=O)CSC2=C(C#N)C(CC(=O)N2)c3occc3)c(C)c1,1,5.574402,5,0.60577,16.80349,-1.8987,-0.10529,0.17234,0.54583,0.61288,108.4,3.093,4,2,0,0.97366,6.65832
