SMILES,hERG,VP-0,CrippenMR,VP-1,MLFER_L,WPATH,Kier1,VABC,LipoaffinityIndex,ETA_Beta_s,AMR,Kier2,SP-0,SP-1,ECCEN,bpol,nAtom
CC(=CCc1c(O)c(O)cc([C@H]2CCc3ccc(O)cc3O2)c1CC=C(C)C)C,1,17.61977,121.4198,10.07746,15.181,2166,23.65869,396.1559,8.513482,16.75,123.684,10.54339,21.12903,13.75693,567,34.71221,59
CC(=CCc1c(O)c(O)ccc1[C@H]2CCc3ccc(O)cc3O2)C,0,13.91266,98.5548,8.110318,12.792,1322,18.78107,312.3125,6.255609,14.25,100.0468,8.131483,17.26722,11.4524,439,25.96655,46
Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,0,9.835691,71.6058,5.996918,9.657,616,13.005,219.6788,5.238089,11,74.8041,5.55102,12.53517,8.720347,304,17.2209,32
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,1,18.60845,115.183,12.19442,15.182,1905,20.87787,405.0019,7.229078,17.75,112.217,7,20.60408,13.68392,575,42.05262,61
OC(=O)\C=C\c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(O)cc5,1,21.74643,150.6071,13.56314,20.637,5266,29.49093,478.5326,10.85181,23.25,159.3771,14.25446,26.48455,18.47437,1257,39.795,67
Oc1ccc2nc(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c2c1,1,18.28216,132.794,11.44938,17.382,3345,23.7284,394.3719,12.79184,20.75,135.5273,11.62016,21.7525,15.75915,961,38.899,61
Oc1ccc(cc1)c2nc3ccccc3n2Cc4ccc(OCCN5CCCCC5)cc4,1,18.28216,132.794,11.44938,17.382,3383,23.7284,394.3719,12.90451,20.75,135.5273,11.62016,21.7525,15.75915,991,38.899,61
OCC1=Nc2cc3CCC(N(CC#C)c4ccc(cc4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)c3cc2C(=O)N1,0,25.06313,168.9673,14.65767,25.37,9944,39.7808,594.1413,4.030528,30.25,161.1107,19.0102,34.24998,22.40832,1877,47.10383,80
COc1ccc(cc1)c2oc(SC\C(=C(\C#N)/C(=N)C)\O)nn2,1,13.3466,84.5035,7.518366,12.343,1405,19.32639,286.6219,3.413101,14.25,91.5635,9.474609,16.81963,11.04524,507,23.3969,37
Cc1ccc(cc1)c2nnc(S)n2\N=C\C=C/c3ccccc3[N+](=O)[O-],0,14.5967,107.257,8.219734,12.602,1898,20.72704,312.187,7.554457,16,108.3555,9.972299,18.5183,12.55855,611,23.23411,41
Oc1c(\C=N\c2cccc3cccnc23)sc4ccccc14,0,12.41724,92.273,7.727347,11.996,1092,15.5232,249.7865,7.225803,13.75,101.8453,6.857143,14.94095,10.8265,438,18.03848,34
Cc1nn(c2ccccc2)c3sc(cc13)C(=O)OCN4C(=O)c5ccccc5C4=O,1,16.67999,115.623,10.02956,17.298,2629,21.82526,338.7085,6.081083,19.75,121.2123,9.0944,20.8277,14.54171,792,27.42811,45
CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc12,1,13.83493,97.1777,8.180717,14.525,1249,18.78107,290.1607,6.738852,15.75,91.9397,8.589506,17.10408,11.6894,397,27.66893,43
Cn1c(SCC2=CC(=O)N3C=C(Br)C=CC3=N2)nnc1C4COc5ccccc5O4,1,18.25988,118.078,10.94593,16.739,2760,21.82526,363.6764,5.251327,20.75,124.5344,9.469388,20.66456,14.58052,880,32.45131,46
CC1Cc2ccccc2N1C(=O)CSc3nnc(NC(=O)Cc4cccs4)s3,1,17.57249,119.3307,11.466,17.494,2421,21.24037,348.4208,4.691227,17.75,122.2061,9.871282,19.50986,13.59736,774,32.39373,46
COC(=O)c1oc2ccc(Br)cc2c1NC(=O)CCCN3C(=O)c4ccccc4C3=O,1,18.02344,120.1107,10.25148,18.52,2921,24.13495,371.9597,5.532992,20.25,119.6922,10.50812,22.12059,14.90109,775,30.17852,48
O=Cc1cn(nc1C2=Cc3c(OC2=O)ccc4ccccc34)c5ccccc5,1,14.70208,109.056,8.806905,15.616,1963,19.93359,315.072,8.707461,17.75,117.0693,8.625709,19.08721,13.74151,632,21.1169,42
FC(F)(F)c1cc(nc2c(Br)c(nn12)C(=O)NCc3occc3)c4cccs4,1,16.2293,105.7627,9.525532,14.418,2026,21.24037,303.397,6.871484,18.75,107.9831,8.625709,19.88854,13.34236,617,24.94507,38
O=C(CSc1nnc(SCC(=O)c2occc2)s1)c3occc3,0,14.07997,87.1485,9.234446,13.123,1471,17.8112,272.5207,1.759607,14.5,97.2473,8.909091,16.0707,11.22035,548,24.84007,33
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,0,9.112077,68.5637,4.940329,9.888,436,12.45675,193.3506,4.241748,10,65.1335,5.104167,11.70674,7.558551,223,16.05648,28
O=C(CN1C(=O)N(Cc2occc2)C(=O)c3c4CCCCCc4sc13)Nc5ccccc5,1,18.32071,127.5562,11.58407,19.976,2798,23.7284,389.4734,6.561466,21.25,124.12,10.72664,22.07878,15.61419,735,36.83376,55
O=C(N1CCc2ccccc2C1)c3cc(on3)c4occc4,1,11.85929,84.404,7.177467,10.946,1109,15.5232,247.7349,6.290778,14.75,88.4524,6.857143,14.94095,10.80966,461,22.0749,36
Cc1ccc(cc1C)n2nnnc2SCC(=O)Nc3ccc4C(=O)OCc4c3,0,16.11666,101.0157,9.58344,16.869,2349,21.24037,328.5533,5.779063,17.75,115.4198,9.427686,19.673,13.50804,765,27.33652,45
CN1C(=O)\C(=C\2/SC(=NC2=O)Nc3cccc(C)c3C)\c4ccccc14,1,15.47712,108.0787,9.046001,15.571,1650,19.32224,325.9655,6.300771,16.75,110.71,7.787994,18.42192,12.46923,539,26.74052,43
O=C(COC(=O)CCC(=O)c1cccs1)NCc2occc2,1,12.55852,84.3132,7.542928,11.653,1360,18.34026,276.485,2.693522,13.75,85.2776,9.988109,15.78625,10.64787,513,26.04411,37
Cc1oc(\C=C\2/Sc3nc(nn3C2=O)c4occc4)cc1,0,11.75523,76.498,7.038353,10.793,983,14.58333,225.3527,3.616598,14.5,84.5495,5.893878,14.39698,10.20351,431,20.20886,30
OC(=O)c1cc(nc2ccccc12)c3occc3,0,9.329726,71.3508,5.424813,9.535,564,13.005,197.2066,4.923565,11.5,72.7349,5.55102,12.53517,8.75402,249,14.03286,27
Cc1occc1C(=O)NCc2cccc(CNC(=O)c3ccoc3C)c2,1,14.66601,97.6829,8.267499,13.96,1983,20.72704,318.1331,6.95171,16.5,103.4992,9.972299,18.5183,12.54171,622,28.93214,46
O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3cnc4ccccc4n3)c5occc5,1,17.35678,131.4629,10.2412,19.463,3677,24.68371,372.7806,9.700013,21.5,136.4482,11.82314,22.62275,16.153,1024,27.46973,51
Cc1oc(cc1)C2CC(=O)N3CN(CSC3=C2C#N)c4cccc(C)c4,1,15.54565,103.178,9.505084,14.671,1641,19.32224,328.6019,6.125985,17,109.2705,8.163265,18.25878,12.56288,559,30.54493,45
CCOC(=O)c1c(C)oc2c3ccccc3c(O)c(\C=N\C4CCS(=O)(=O)C4)c12,0,16.34019,114.8628,9.849977,14.161,2095,22.20313,350.8018,5.40533,18.5,111.5389,8.859375,20.75878,13.8205,580,35.54335,50
C=CCN1C(=O)C(=CC2=C1N=C3C=CC=CN3C2=O)C#N,0,10.98367,75.361,6.230445,11.256,828,15.87902,266.1298,4.1281,14.25,78.1812,6.629936,14.98276,10.16823,321,18.78807,31
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)NCc3ccc4OCOc4c3,1,15.87895,105.1107,9.367141,15.065,2654,22.20313,348.1653,6.367528,18.75,116.8479,9.646503,20.43251,13.90382,834,34.61293,48
COc1ccc(Cl)cc1NC(=O)c2ocnc2C,1,10.61525,69.6307,5.543109,10.164,615,14.40997,217.3519,4.430365,12,72.6924,6.43787,13.12096,8.613392,248,19.21528,29
COc1ccc(cc1OC)C2CC(=NN2S(=O)(=O)C)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5,1,21.30304,140.8208,12.21691,18.402,3963,28.52588,449.1898,9.761458,23.5,153.3238,11.85165,26.31926,17.70606,884,40.26497,61
COc1ccc(NC(=O)c2occc2)cc1N,1,9.266197,69.3931,4.988374,9.654,559,13.4321,202.1408,3.980573,11,68.744,6.25,12.25071,8.202709,275,17.90848,29
CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,0,15.58568,100.5087,9.633461,13.448,1717,21.30178,342.9348,6.81785,14.75,106.7886,10.36408,18.28625,11.96789,559,38.59097,49
CCn1c(SCC(=O)c2oc(CNC(=O)C)cc2)nnc1c3cccs3,1,16.02395,103.8262,9.908821,15.393,1941,20.72704,319.1029,4.468577,16.75,108.0802,9.972299,18.5183,12.57972,648,32.02973,44
Cc1ccc2nc(O)c(cc2c1)c3nc4ccccn4c3NCc5occc5,1,15.25506,114.3267,9.029781,17.629,1966,19.93359,305.3523,9.025974,19,115.9477,8.625709,19.08721,13.68667,589,26.87373,46
O\C(=C(/C#N)\c1nc2ccccc2[nH]1)\Nc3ccc(Cl)cc3,1,12.09434,88.5025,6.860091,13.64,1112,16.84375,257.1466,6.052461,14.25,92.2252,7.713499,15.52673,10.66904,442,15.74528,33
CCCNC(=O)c1ccc(s1)c2nc3ccccc3s2,1,12.68327,90.5037,8.149522,12.423,884,14.91736,247.5734,5.208564,12.25,91.6534,6.84,13.94938,9.775188,399,22.8029,34
O=C(Nc1cccc(c1)c2cn3cccnc3n2)c4ccc5OCOc5c4,1,14.12435,106.1917,8.373489,17.385,2016,18.99272,290.4505,7.123283,19,106.792,8.393595,18.21697,13.25915,680,25.3749,41
CCCN1N=C(C(=O)OCC(=O)c2ccc3OCC(=O)Nc3c2)c4ccccc4C1=O,0,16.7138,115.4667,9.745134,16.098,2894,24.13495,374.5729,4.998606,20.25,114.2961,10.95052,21.95745,14.97357,803,31.07493,50
Cc1ccc2[nH]c(nc2c1)\C(=C/c3ccc(N4CCCCC4)c(c3)[N+](=O)[O-])\C#N,1,16.03398,115.389,9.722529,15.988,2367,22.20313,350.5055,8.305845,18.75,111.2272,10.08,20.3801,14.04605,731,28.83335,50
CCOC(=O)Nc1on[n+](c1)N2CCOCC2,0,9.847411,59.2097,5.829913,7.454,581,13.4321,201.1642,2.833648,12,55.4482,6.805293,12.08758,8.292025,295,25.08411,32
NC(=O)C1(CCN(CC1)c2nc(cs2)c3ccc(Br)cc3)N4CCCCC4,1,17.76666,119.6384,11.27075,16.647,1985,20.28,358.0015,8.158696,17.5,108.7004,8.788534,18.85516,13.08215,680,36.47818,52
COc1ccc2c(c1)C(=O)Oc3cc(OCC(=O)N4CCC(C)CC4)ccc23,1,16.06544,109.828,9.501199,14.611,2282,21.24037,351.6985,7.607221,18.25,107.2474,9.427686,19.673,13.54605,779,34.78776,51
CCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,1,14.9906,102.393,9.101505,13.286,1382,17.41564,283.7831,6.428754,15.75,104.3846,7.318869,16.68143,11.6522,501,21.45448,36
Cc1nc2sccn2c1c3nc(cs3)c4oc5ccccc5c4,1,13.81818,95.856,8.923755,15.244,1199,15.27023,241.3763,6.500878,15.75,103.2106,6.06375,15.38854,11.29283,470,23.12128,34
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Cl)C(=O)c3ccccc13,1,17.55425,107.7172,10.34727,15.997,2053,24.63867,391.8006,6.16088,18.5,122.027,9.868056,21.99335,14.20527,506,43.74135,51
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,0,14.5596,90.7438,7.710701,11.937,860,17.35537,279.9194,5.384958,13,95.5806,6.629936,15.89482,9.734959,286,9.079242,27
NC(=O)c1c2CCCc2sc1NC(=O)c3oc4ccccc4c3,1,13.03491,90.7656,8.191724,14.622,1200,16.46746,266.2439,4.440682,14.75,90.7996,6.718837,15.97433,11.13103,452,21.4169,37
Cc1cc(c2nn3c(nnc3s2)c4ccccc4)c5ccccc5n1,1,14.23432,104.404,8.755377,14.637,1459,17.12247,265.3897,7.92595,16.25,108.7404,7.197279,16.80275,12.29283,532,21.11169,38
COC(=O)c1ccc2C(=O)N(CCCCCC(=O)NCc3ccc4OCOc4c3)C(=O)Nc2c1,1,18.7188,125.2859,10.96464,19.986,4484,27.04602,420.5915,5.860098,22.75,120.7289,12.99193,24.07878,16.45673,1207,40.21018,59
COCCNC(=O)c1c(N)n(\N=C\c2cccs2)c3nc4ccccc4nc13,1,15.94046,116.8851,9.483962,16.282,2022,21.24037,319.8598,5.99684,18.75,114.3725,9.871282,19.50986,13.68587,599,29.45173,46
CCC1(C)NC(=O)N(CC(=O)Nc2sc3CCCc3c2C(=O)N)C1=O,0,14.91784,92.0058,8.964678,17.27,1523,19.75309,319.1611,2.301672,16.5,86.7627,7.552647,18.35301,11.76387,505,30.61614,45
Cc1onc(c1)C(=O)OCC(=O)c2ccc(Br)s2,0,11.70807,72.2255,6.559665,9.637,687,14.40997,220.4309,2.301419,11.25,74.26,6.43787,13.12096,8.558551,324,18.06366,26
CC1=Nc2ccccc2C(=O)N1\N=C\c3c(O)ccc4oc5CCCCc5c34,0,15.47523,114.8988,9.422421,13.542,1988,19.93359,327.5822,7.59784,18.25,110.3134,8.262562,19.25035,13.63103,646,26.94493,47
CCc1cccc2c(c[nH]c12)C(=O)Cn3nnc(n3)c4ccc(OC)c(OC)c4,0,16.46926,114.784,9.265925,15.081,2492,22.20313,333.7362,8.076283,18.5,118.6775,10.08,20.3801,14.13889,776,30.38735,50
CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)c2cc3CCCc3s2,0,16.2141,103.302,10.30645,13.606,1805,20.72704,353.3349,4.21121,16.25,99.7455,8.56633,18.89698,12.24882,577,41.89818,51
CC(=N)\C(=C(\O)/CSc1oc(nn1)c2ccc(OC(F)F)cc2)\C#N,1,13.67988,84.5835,7.782256,12.074,1813,21.30178,298.757,4.013079,15.75,91.5693,10.36408,18.39698,11.90109,591,23.61648,37
O=C(Cc1cn2ccsc2n1)OCc3nc4ccccc4s3,1,13.06329,87.576,8.385598,14.19,1226,15.5232,241.4675,4.426774,15,93.1894,6.857143,14.94095,10.77599,515,24.07928,33
CCn1c(SCC(=O)Nc2ccc3c(oc4ccccc34)c2)nnc1c5ccc(N)cc5,1,18.2253,132.8851,11.23751,19.689,3422,23.7284,366.8136,9.044357,20.75,137.0449,10.72664,22.07878,15.61852,1003,31.41135,53
CCN(c1ccccc1)S(=O)(=O)c2ccc3ncc(C(=O)NCCOC)c(O)c3c2,1,16.9041,118.7955,9.72372,15.976,2533,24.63867,373.7251,6.592282,19,122.2434,11.22765,21.7254,14.39541,750,38.45376,53
Cc1ccc(cc1)c2csc(NC(=O)c3oncc3)n2,1,11.47712,80.8357,6.847765,11.93,905,14.91736,228.919,4.682768,13,83.0817,6.84,13.94938,9.720347,402,19.15928,31
CCOC(=O)C1=C(C)S\C(=C/N(C)C)\C1=O,0,10.68116,66.404,5.7742,8.12,444,14.0625,231.7865,2.813836,9.75,66.7598,6.07438,12.29253,7.468433,207,24.49011,31
CCc1ccc(NC(=O)c2noc3CCCc23)cc1,1,10.90154,77.7287,6.653563,10.708,755,13.95918,232.8821,5.985025,12,75.7326,6.185493,13.24228,9.275188,360,21.02531,35
O=C(Cc1ccc(s1)S(=O)(=O)N2CCOCC2)Nc3nc4CCCCc4s3,0,16.60756,104.1007,10.9649,15.635,2096,20.28,341.8583,3.090501,17.75,107.0934,8.788534,18.85516,13.02001,700,40.82735,48
CN1C(=O)CSc2ccc(NC(=O)N3CCC(CC3)N4CCCCC4)cc12,1,16.76335,112.7107,10.93587,16.325,2084,20.28,361.0445,8.129053,18.25,104.0779,9.212018,18.80275,13.11419,699,41.4058,55
CCn1c2ccccc2c3cc(NC(=O)CSc4nnc(c5ccc(OC)cc5)n4N)ccc13,1,19.67251,138.6681,11.85837,20.158,4057,25.64127,395.1063,10.15692,22,146.7016,11.58848,23.65613,16.58405,1119,35.35097,58
CCCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,1,15.69771,107.01,9.601505,13.785,1565,18.36735,301.0791,7.013779,16.25,107.2962,7.935,17.38854,12.1522,555,23.6409,39
Cc1ccccc1NC(=O)CSc2nnc(c3occc3)c(n2)c4occc4,1,15.77174,106.8797,9.498189,16.021,2252,21.24037,321.316,6.4324,18.25,113.6876,10.34694,19.34672,13.70351,693,27.86131,44
O=C(CSc1nc(ccc1C#N)c2cccnc2)Nc3sc4CCCc4c3C#N,1,16.93912,115.2407,10.78345,18.188,2485,22.20313,356.1644,4.908728,18.25,117.9341,10.54339,20.21697,14.1902,750,26.53611,44
NC(=S)N1NC(=C(\N=N\c2ccc(O)cc2)C1=O)c3ccc(cc3)[N+](=O)[O-],0,14.23336,104.2759,7.931775,12.966,1936,21.70273,317.0723,3.699588,17.25,99.9914,9.666865,19.55168,12.86308,598,18.45248,39
Clc1ccc(COc2ccc(cc2)c3oc(NCc4cccnc4)c(n3)C#N)cc1,1,16.63445,115.9327,9.602624,16.407,3030,23.16804,355.8429,9.157104,19.5,125.4595,11.7438,20.76094,14.70784,940,26.79652,47
Cc1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(Br)cc4,1,14.80347,99.906,8.9747,13.272,1216,16.46746,278.5139,7.543307,14.25,105.1445,7.086925,15.81119,11.20351,497,21.08169,36
CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)NC(=O)NCc3occc3,1,17.3992,118.6419,10.68651,17.364,2580,23.65869,370.7487,4.081485,19,114.6675,11.57143,20.80275,14.01157,767,35.83414,49
COc1cccc2C=C(C(=O)Oc12)c3cn4ccc(C)cc4n3,1,12.73797,89.823,7.221364,14.115,1171,16.46746,262.3944,6.949522,15.5,92.7695,6.718837,15.97433,11.1522,466,23.3949,37
COc1ccc(CN2C(=O)Nc3cc(ccc3C2=O)C(=O)NCc4ccc5OCOc5c4)cc1,1,18.29153,125.8769,10.58188,20.385,4048,25.64127,400.5679,7.202733,23,131.8357,11.58848,23.65613,16.51237,1131,34.87935,55
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c3ccccc13,1,18.38431,110.7912,10.7623,16.425,2053,24.63867,395.8731,5.786244,18.25,124.845,9.868056,21.99335,14.20527,506,44.61135,51
[O-][N+](=O)c1ccc(Oc2cccc(\C=N\NC(=O)c3cncc(Br)c3)c2)c(c1)[N+](=O)[O-],0,16.75645,122.9087,9.37979,14.752,3196,25.61983,360.1456,5.064727,19.75,116.1694,12.45926,22.3801,14.82941,867,21.77448,43
O=C1Oc2ccccc2N1CCn3c4ccccc4c5nc6ccccc6nc35,0,15.44777,119.349,9.515733,17.533,2151,19.66782,307.6553,9.731817,20.25,121.8047,8.1648,19.37167,14.29283,679,26.96531,45
COc1ccc(cc1)C2C=C(Nc3nc(NC(=O)C)nn23)c4ccc(Cl)cc4,1,16.06553,112.3554,9.039487,16.034,2026,21.24037,333.7611,7.9292,18.75,113.9406,9.427686,19.673,13.52921,595,27.59173,46
CCOC(=O)Cc1cc(O)n2nc(cc2n1)c3ccc(C)cc3,1,12.98367,90.2738,7.378846,12.254,1279,17.8112,271.0881,5.969066,14.75,89.7997,7.92,16.39698,11.06288,504,24.75852,40
Cc1oc(cc1)c2cc(C(=O)NCc3occc3)c4ccccc4n2,1,13.65257,102.0117,7.977245,13.466,1510,18.36735,283.4499,7.640159,16.25,104.3135,8.34714,17.2254,12.20351,510,24.26131,41
CC(OC(=O)COc1ccc(Cl)cc1C)C(=O)N(C)C,1,12.73061,80.405,6.483467,9.881,944,18.05,275.6302,5.167044,12.5,79.8109,8.444444,15.28409,9.307438,370,27.82573,38
CC1CCN(Cc2c(O)c(Cl)cc3C(=CC(=O)Oc23)C)CC1,0,13.6124,92.249,8.00371,11.516,1002,16.84375,294.015,6.427319,14,86.3753,6.857143,15.85301,10.4524,378,27.13814,42
COc1cc(NC(=O)CSC2=Nc3ccccc3C(=O)N2C)ccc1NC(=O)c4occc4,1,18.64102,130.4529,10.85889,19.027,3755,26.07407,399.048,6.039833,22,132.7202,12.3008,23.37167,15.95673,1009,35.47014,53
FC(F)Oc1ccc(cc1)c2oc(SCC(=O)NC(=O)NCc3occc3)nn2,1,15.44936,98.2804,9.095566,16.125,2944,23.65869,327.673,4.839556,19.5,102.911,12.14277,20.63962,13.9912,898,30.2949,43
CCN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccccc2Cl)Br,1,14.80379,100.6448,8.199667,12.237,1246,19.32639,323.615,6.496118,13.25,105.2485,9.474609,16.81963,11.02408,439,20.38611,38
COc1ccc2[nH]c3C4=Nc5ccccc5C(=O)N4CCc3c2c1,0,13.16659,97.54,7.946089,13.456,1232,16.19388,269.5405,6.948241,16.5,99.3006,6.310658,16.25878,11.75835,492,23.23211,39
CCc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,1,16.25506,117.2492,9.681251,17.013,2222,21.82526,345.5713,8.015939,19.25,123.5608,9.0944,20.8277,14.60089,659,24.23373,48
CC(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1,1,15.54646,103.4679,9.461965,16.842,1966,21.70273,356.2028,5.631575,17.25,92.486,9.666865,19.44095,12.91032,622,34.46218,52
Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,1,14.85917,100.0644,8.920125,15.717,1954,20.72704,316.4665,5.368311,16.5,107.2875,9.467456,18.5707,12.42065,649,31.16531,42
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,1,18.08533,126.6237,10.8154,17.663,2916,23.16804,389.4017,8.424056,20,128.2994,10.7448,21.08721,14.52488,876,35.21976,53
CNc1nnc(s1)C2=Cc3cc(Cl)ccc3OC2=O,0,11.37896,78.9047,6.616662,11.502,693,13.95918,223.0745,3.034923,12.5,77.5583,5.78,13.40541,9.169035,316,16.29966,27
COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1,1,15.78399,103.3128,9.797756,12.261,1706,19.32224,343.0871,6.938256,17,98.4773,8.163265,18.25878,12.54605,600,34.13059,53
CC1=CC=CN2C(=O)C3=C(N=C12)N(C(=O)C(=C3)C#N)c4ccc(C)cc4,0,14.22415,96.33,8.059361,14.434,1473,19.32224,324.0803,6.090576,17.25,102.2444,7.787994,18.42192,12.50724,475,23.1609,40
NCCNc1nc(NCc2ccccc2)c3CN(Cc4ccccc4)CCc3c1C#N,1,17.64224,125.0818,10.72044,17.684,2770,24.13495,395.8098,10.34748,19.75,132.5314,12.45926,21.46804,15.27952,722,35.2298,59
Cc1onc(NC(=O)CSc2cn(CCNC(=O)c3ccc(Cl)cc3)c4ccccc24)c1,1,18.87263,131.9544,11.33378,19.671,3508,25.10367,388.415,8.62451,20.75,135.0856,12.10938,22.50142,15.4912,983,32.78935,53
COc1cccc(c1)c2nnc(NC(=O)Cc3cccs3)s2,1,13.40897,93.9607,8.24175,13.401,1209,16.84375,264.724,4.190036,13.75,95.5618,8.203125,15.3636,10.74151,478,23.62569,35
CCCSc1nc(C)c(cc1C#N)c2csc(n2)C(=C3CCCC3)C#N,1,16.63569,109.404,10.66976,15.343,1759,20.72704,350.2473,6.1175,15.5,108.291,9.972299,18.5183,12.67257,586,30.38414,46
O=C(Nc1nc(cs1)c2nc3ccccc3s2)C4COc5ccccc5O4,1,15.54927,114.2237,9.9657,16.415,2074,18.99272,301.8123,4.702016,18.25,114.8104,8.393595,18.21697,13.25915,723,26.86169,40
O=C(CSc1n[nH]c(n1)c2ccc(cc2)S(=O)(=O)N3CCCCC3)Nc4nccs4,1,17.78182,111.9787,11.59832,17.358,3000,23.16804,364.545,4.372306,19.75,115.6862,10.7448,20.97648,14.52001,907,39.79814,50
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)O,0,10.36341,67.0298,5.910009,9.283,745,15.39,233.5327,3.915684,11.5,76.0503,6.185493,14.04361,8.881847,330,22.46848,31
O=C(Cc1coc2cc3CCCc3cc12)OCC4=CC(=O)N5C(=N4)Sc6ccccc56,1,17.4065,124.58,11.0495,16.907,3023,21.52778,363.4837,6.998659,20.75,125.3951,8.981844,20.94902,15.153,916,31.00573,49
Cc1cccc(N2CCN(CC2)c3nc4ccccc4n5cnnc35)c1C,1,15.63051,109.208,9.367924,16.97,1867,18.99272,308.6423,10.58205,18.75,115.1537,8.024691,18.3801,13.22035,626,32.63055,49
Cc1ccc(C(=O)CSC2=C(C#N)C(CC(=O)N2)c3occc3)c(C)c1,1,15.35237,98.6062,9.18616,14.57,1738,20.72704,336.1154,4.848698,15.75,105.7284,9.467456,18.68143,12.4904,568,27.10973,44
Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,0,13.15566,83.3794,7.904594,12.37,691,13.95918,232.2651,3.413244,11.25,91.7563,5.413111,13.56855,9.075387,320,17.30686,28
Oc1ccc(\C=N\c2ccc(cc2)N3CCOCC3)c(O)c1,0,12.14433,89.7338,7.210508,11.309,1238,16.84375,273.6278,6.273762,14.25,93.4748,8.203125,15.3636,10.72035,512,24.89373,40
CCOC(=O)c1c(C)c(C)sc1Nc2nc(C)c(s2)C(=O)NC,0,15.32855,91.6379,8.754858,14.224,1221,19.32639,302.0436,3.132401,14.5,95.2137,8.392734,17.1459,10.88345,430,31.80293,42
COc1ccc2c(c1)C(=O)Oc3cc4oc(C)c(C)c4cc23,1,12.51974,88.836,7.025728,11.835,968,15.5232,251.8276,6.882015,14.25,89.9017,5.817175,15.43036,10.57972,402,22.0109,36
COc1ccc(OC)c(\C=N\c2oc(c3occc3)c(c4occc4)c2C#N)c1,1,15.70917,111.891,8.655451,13.278,2234,22.20313,330.3494,7.474211,19.25,115.6083,10.54339,20.21697,14.24504,619,29.05131,45
O=C(Cc1cccs1)Nc2ccccn2,0,8.828765,64.3757,5.456533,9.365,411,11.48438,185.7734,3.97334,9.25,65.0247,5.915,10.51023,7.343337,228,16.15007,25
Cc1sc2ncnc(NCc3occc3)c2c1C,1,11.04393,71.5687,6.540631,10.287,613,13.005,208.1057,5.357497,12,76.9811,5.55102,12.53517,8.75402,285,21.70769,31
Cc1c([nH]c2CC(CC(=O)c12)c3occc3)C(=O)OCC4CCCO4,0,14.17063,92.5505,8.699368,12.744,1568,18.36735,305.0835,4.965539,16.5,90.5999,7.935,17.38854,12.13103,554,31.28135,46
CCOc1cccc2C=C(C(=O)Oc12)c3nnc(NCc4occc4)s3,1,14.70783,103.2247,8.857879,14.198,1833,19.32224,300.6904,4.555393,17.25,103.6206,9,17.93251,12.74151,650,27.36411,41
Cc1onc(C)c1COc2ccc(cc2)C(=O)OCC(=O)N3c4ccccc4NC(=O)C3(C)C,1,19.37693,127.9017,10.73492,17.638,4021,27.04602,415.5608,7.669877,22.25,132.3159,11.58848,24.45745,16.17958,1005,38.59218,59
CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccccc3)cc2)\N=C1C,1,16.96868,117.6422,9.497171,16.382,3303,25.61983,386.9293,5.973035,20,119.4504,12.45926,22.3801,14.88425,945,32.30335,52
Cc1cc(ccc1n2c(C)ccc2C)C(=O)O,0,10.18943,68.4188,5.497269,10.482,503,13.4321,216.9458,6.43224,10.25,74.2203,5.325444,12.57699,8.002908,223,19.33611,32
