SMILES,HOB,BCUTc-1l,SsOH,maxHsOH,MLFER_A,minsOH,minHsOH,nHsOH,maxsOH,nsOH,SHsOH
COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(\C=N\O)cc5)OC,1,-0.38152,8.917277,0.723956,0.003,8.917277,0.723956,1,8.917277,1,0.723956
Cc1c(O)c(C)c2OC=C(C(=O)c2c1O)c3ccc(O)cc3,0,-0.36116,29.46564,0.606579,1.255,9.322731,0.459955,3,10.19982,3,1.560311
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(CCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.3614,19.50622,0.528677,1.089,9.724303,0.520698,2,9.78192,2,1.049375
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(\C=C\C(=O)N4CCCCC4)cc3)c5ccc(O)cc5,0,-0.3614,19.48434,0.533519,1.089,9.714146,0.5263,2,9.770194,2,1.059819
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.3614,19.4805,0.534594,1.089,9.712469,0.527642,2,9.768031,2,1.062237
O\N=C\c1ccc(cc1F)c2ccc(O)cc2,0,-0.36045,17.489,0.852772,0.546,8.336,0.634548,2,9.153,2,1.48732
CC(C)CNc1cc(\C=C\c2ccccc2)nc(NCC(C)C)n1,1,-0.27263,0,0,0.391,0,0,0,0,0,0
CC(C)CCc1cc(NCC(C)C)nc(OCC(C)C)n1,1,-0.31335,0,0,0.197,0,0,0,0,0,0
CC(C)CNc1nc(CCc2ccccc2)cc(n1)N(C)CC(C)C,1,-0.26203,0,0,0.197,0,0,0,0,0,0
CC(C)CNc1nc(CCc2cccc3ccccc23)cc(n1)N(C)CC(C)C,1,-0.26204,0,0,0.197,0,0,0,0,0,0
CC(C)CCc1cc(NCC(C)C)nc(n1)N(C)CC(C)C,1,-0.27262,0,0,0.197,0,0,0,0,0,0
CC(C)CNc1cc(NCc2ccccc2)nc(NCC(C)C)n1,1,-0.27277,0,0,0.585,0,0,0,0,0,0
CC(C)CNc1cc(NCC(C)C)nc(NCC(C)C)n1,1,-0.27345,0,0,0.585,0,0,0,0,0,0
CC(C)CCc1cc(NCc2cccc3ccccc23)nc(NCC(C)C)n1,1,-0.26853,0,0,0.391,0,0,0,0,0,0
CC(C)CCc1cc(NCc2ccccc2)nc(NCC(C)C)n1,1,-0.26854,0,0,0.391,0,0,0,0,0,0
CC(C)CCc1cc(NCC(C)C)nc(NCc2cccc3ccccc23)n1,1,-0.27264,0,0,0.391,0,0,0,0,0,0
CC(C)CCc1cc(NCC(C)C)nc(NCc2ccccc2)n1,1,-0.27263,0,0,0.391,0,0,0,0,0,0
CCc1cc(NCC(C)C)nc(NCC(C)C)n1,1,-0.27262,0,0,0.391,0,0,0,0,0,0
CC(C)CNc1cc(CCc2cccc3ccccc23)nc(NCC(C)C)n1,1,-0.27265,0,0,0.391,0,0,0,0,0,0
CC(C)CCc1cc(NCc2ccccc2)nc(NCc3ccccc3)n1,1,-0.26853,0,0,0.391,0,0,0,0,0,0
CC(C)CCc1cc(NCC(C)C)nc(NCC(C)C)n1,1,-0.27263,0,0,0.391,0,0,0,0,0,0
CCCCc1cc(NCCC)nc(NCCC)n1,1,-0.27288,0,0,0.391,0,0,0,0,0,0
CC(C)CNc1nc(CCc2ccccc2)cc(NCc3ccccc3)n1,1,-0.26855,0,0,0.391,0,0,0,0,0,0
CC(C)CNc1cc(CCc2ccccc2)nc(NCc3ccccc3)n1,1,-0.27264,0,0,0.391,0,0,0,0,0,0
CC(C)CNc1nc(NCc2ccccc2)cc(\C=C\c3ccccc3)n1,1,-0.26854,0,0,0.391,0,0,0,0,0,0
CC(C)CNc1cc(\C=C\c2ccccc2)nc(NCc3ccccc3)n1,1,-0.27263,0,0,0.391,0,0,0,0,0,0
CC(C)CNc1cc(CCc2ccccc2)nc(NCC(C)C)n1,1,-0.27264,0,0,0.391,0,0,0,0,0,0
NC(=N)N\N=C\C1=C(Cl)c2ccccc2CC1,1,-0.27819,0,0,0.18,0,0,0,0,0,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,0,-0.37687,11.73234,0.026593,0.348,11.73234,0.026593,1,11.73234,1,0.026593
CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c3ccccc23)C(=O)c4ccc(F)c(F)c4,0,-0.3091,0,0,0.374,0,0,0,0,0,0
C(CN1CCC1)Oc2ccc(cc2)C3=C(CCOc4ccccc34)c5ccccc5,0,-0.34531,0,0,0.003,0,0,0,0,0,0
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCC4)cc3)c5ccccc5OCC2,0,-0.36058,9.74876,0.522525,0.546,9.74876,0.522525,1,9.74876,1,0.522525
COc1ccc2C(=C(CCOc2c1)c3ccc(O)cc3)c4ccc(OCCN5CCC5)cc4,0,-0.36064,9.792545,0.516608,0.546,9.792545,0.516608,1,9.792545,1,0.516608
COc1ccc2C(=C(CCOc2c1)c3ccc(O)cc3)c4ccc(OCCN5CCCC5)cc4,0,-0.36064,9.808116,0.513148,0.546,9.808116,0.513148,1,9.808116,1,0.513148
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OCC2,0,-0.36135,19.77104,0.519065,1.089,9.767086,0.489446,2,10.00395,2,1.008511
Fc1ccc2C(=C(CCOc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,-0.34525,0,0,0.003,0,0,0,0,0,0
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,0,-0.36059,9.753197,0.522537,0.546,9.753197,0.522537,1,9.753197,1,0.522537
Oc1cccc(c1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,0,-0.36057,10.07651,0.465558,0.546,10.07651,0.465558,1,10.07651,1,0.465558
Fc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,0,-0.34525,0,0,0.003,0,0,0,0,0,0
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCCC4)cc3)c5ccc(F)cc5OCC2,0,-0.36059,9.767086,0.519451,0.546,9.767086,0.519451,1,9.767086,1,0.519451
Oc1ccc(cc1)C2=C(CCOc3cc(F)ccc23)c4ccc(OCCN5CCCC5)cc4,0,-0.36059,9.788617,0.517933,0.546,9.788617,0.517933,1,9.788617,1,0.517933
C\C(=C(\Cl)/c1ccccc1)\C=N\NC(=N)N,1,-0.27819,0,0,0.18,0,0,0,0,0,0
NC(=N)N\N=C\C1=C(Cl)c2ccccc2CCC1,1,-0.27819,0,0,0.18,0,0,0,0,0,0
COc1cc2oc(cc2cc1O)c3ccc(O)cc3O,0,-0.36105,28.85015,0.622043,1.381,9.2887,0.539492,3,9.831213,3,1.728023
COc1cc(O)c2c(C=O)c(oc2c1)c3ccc(O)cc3O,0,-0.38572,29.35064,0.613411,1.632,9.346439,0.510233,3,10.06736,3,1.647404
CC(=CCc1c(O)c(CC(O)C(=C)C)c(O)c2C(=O)C(=COc12)c3ccc(O)c(O)c3)C,0,-0.38801,51.4985,0.566418,1.892,9.55603,0.30558,5,10.94817,5,2.054081
CC(=CCc1c(O)c2C(=O)C(=COc2c3CC(Oc13)C(C)(C)O)c4ccc(O)c(O)c4)C,0,-0.38732,41.06593,0.563663,1.219,9.580959,0.288869,4,11.14537,4,1.669145
CC(=CCc1c(O)c(CC(O)C(=C)C)c2OC=C(C(=O)c2c1O)c3ccc(O)c(O)c3)C,0,-0.38801,51.55614,0.566418,1.892,9.55603,0.30558,5,10.94317,5,2.050917
CC[C@@]12C[C@H](O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4ccccc4,0,-0.38936,32.19505,0.471331,1.147,9.835289,0.104755,3,11.3621,3,0.745055
CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(OCc4ccncc4)ccc23)C#CC,0,-0.37717,10.89239,0.204753,0.348,10.89239,0.204753,1,10.89239,1,0.204753
CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(O)ccc23)C#CC,0,-0.37718,20.43434,0.490006,0.891,9.735715,0.235866,2,10.69862,2,0.725872
CC#C[C@@]1(O)CC[C@]2(CC=C)[C@H](CCc3cc(O)ccc23)C1,0,-0.37718,20.51825,0.484653,0.891,9.772752,0.229249,2,10.7455,2,0.713902
Oc1ccc2C(=C(Cc3ccccc3)C(=O)Oc2c1)C(F)(F)F,1,-0.36038,9.37605,0.615753,0.546,9.37605,0.615753,1,9.37605,1,0.615753
Cc1cccc(SCC2=CC(=O)Oc3cc(O)ccc23)n1,0,-0.36038,9.491738,0.588056,0.546,9.491738,0.588056,1,9.491738,1,0.588056
Cn1cc(nn1)[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C,0,-0.38244,21.52768,0.477087,0.891,9.824272,0.053441,2,11.70341,2,0.530528
COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2cc1O,0,-0.35812,10.01888,0.464336,0.295,10.01888,0.464336,1,10.01888,1,0.464336
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(Cl)cc34)[C@@H]1CCCC2=O,0,-0.35867,10.03071,0.432029,0.436,10.03071,0.432029,1,10.03071,1,0.432029
COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCCC4=O)[C@@H]3CCc2cc1O,0,-0.35812,10.05607,0.456072,0.295,10.05607,0.456072,1,10.05607,1,0.456072
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,-0.36131,20.18938,0.483418,1.089,10.05993,0.470361,2,10.12945,2,0.953779
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCC6)cc5,0,-0.36131,20.15992,0.486504,1.089,10.04604,0.473821,2,10.11388,2,0.960325
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCSCC6)cc5,0,-0.36131,20.19496,0.482961,1.089,10.06256,0.469848,2,10.13239,2,0.952809
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCOCC6)cc5,0,-0.37825,20.17629,0.486504,1.089,10.05376,0.473821,2,10.12253,2,0.960325
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,-0.36131,20.21884,0.480331,1.089,10.07382,0.466901,2,10.14502,2,0.947232
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,-0.36131,20.21884,0.480331,1.089,10.07382,0.466901,2,10.14502,2,0.947232
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCC6)cc5,0,-0.36131,20.15992,0.486504,1.089,10.04604,0.473821,2,10.11388,2,0.960325
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,0,-0.36131,20.16631,0.487242,1.089,10.04919,0.4747,2,10.11712,2,0.961941
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36131,20.08527,0.493425,1.089,10.011,0.481634,2,10.07428,2,0.975058
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,-0.36052,10.05993,0.483804,0.546,10.05993,0.483804,1,10.05993,1,0.483804
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,-0.36131,20.18938,0.483418,1.089,10.05993,0.470361,2,10.12945,2,0.953779
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,-0.36052,10.05718,0.483418,0.546,10.05718,0.483418,1,10.05718,1,0.483418
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,-0.36057,10.17048,0.464444,0.546,10.17048,0.464444,1,10.17048,1,0.464444
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,-0.36052,10.07107,0.480331,0.546,10.07107,0.480331,1,10.07107,1,0.480331
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,0,-0.36131,20.1424,0.490187,1.089,10.03782,0.477997,2,10.10458,2,0.968184
COC(=O)COc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36131,20.02617,0.50194,1.089,9.983409,0.491384,2,10.04276,2,0.993324
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36052,10.03983,0.486504,0.546,10.03983,0.486504,1,10.03983,1,0.486504
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36052,10.02869,0.489976,0.546,10.02869,0.489976,1,10.02869,1,0.489976
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,-0.36052,10.05993,0.483804,0.546,10.05993,0.483804,1,10.05993,1,0.483804
CC(C)N(CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,0,-0.36131,20.21427,0.479584,1.089,10.07157,0.466009,2,10.1427,2,0.945592
CC(C)N(CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,0,-0.36131,20.21427,0.479584,1.089,10.07157,0.466009,2,10.1427,2,0.945592
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,-0.36052,10.05718,0.483418,0.546,10.05718,0.483418,1,10.05718,1,0.483418
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,-0.36057,10.17048,0.464444,0.546,10.17048,0.464444,1,10.17048,1,0.464444
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,0,-0.36131,20.1424,0.490187,1.089,10.03782,0.477997,2,10.10458,2,0.968184
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,0,-0.36052,10.12669,0.470361,0.546,10.12669,0.470361,1,10.12669,1,0.470361
COc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,0,-0.36057,10.10096,0.477501,0.546,10.10096,0.477501,1,10.10096,1,0.477501
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36052,10.02869,0.489976,0.546,10.02869,0.489976,1,10.02869,1,0.489976
CN1CCN(CCOc2ccc(cc2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,0,-0.36131,20.20953,0.482191,1.089,10.06947,0.469005,2,10.14006,2,0.951196
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36052,10.03983,0.486504,0.546,10.03983,0.486504,1,10.03983,1,0.486504
COc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,0,-0.36057,10.10096,0.477501,0.546,10.10096,0.477501,1,10.10096,1,0.477501
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCOCC6)cc5,0,-0.37825,20.17629,0.486504,1.089,10.05376,0.473821,2,10.12253,2,0.960325
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36131,20.08527,0.493425,1.089,10.011,0.481634,2,10.07428,2,0.975058
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,-0.36052,10.07107,0.480331,0.546,10.07107,0.480331,1,10.07107,1,0.480331
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,0,-0.36051,10.07152,0.481634,0.546,10.07152,0.481634,1,10.07152,1,0.481634
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36051,10.00824,0.493425,0.546,10.00824,0.493425,1,10.00824,1,0.493425
CN(C)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36051,10.00824,0.493425,0.546,10.00824,0.493425,1,10.00824,1,0.493425
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6CCCCC6)cc5,0,-0.36131,20.20821,0.481198,1.089,10.06898,0.46793,2,10.13924,2,0.949128
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,0,-0.36131,20.16631,0.487242,1.089,10.04919,0.4747,2,10.11712,2,0.961941
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6CCCCC6)cc5,0,-0.36131,20.20821,0.481198,1.089,10.06898,0.46793,2,10.13924,2,0.949128
COc1ccc2C3=C(CCOc2c1)c4ccc(OC)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,-0.37747,0,0,0.003,0,0,0,0,0,0
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,0,-0.36052,10.14226,0.466901,0.546,10.14226,0.466901,1,10.14226,1,0.466901
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,0,-0.36052,10.12669,0.470361,0.546,10.12669,0.470361,1,10.12669,1,0.470361
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCSCC6)cc5,0,-0.36131,20.19496,0.482961,1.089,10.06256,0.469848,2,10.13239,2,0.952809
OC(=O)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36131,28.80365,0.699958,1.677,8.790355,0.490358,3,10.03598,3,1.691418
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5cccc(OCCN6CCCCC6)c5,0,-0.36131,20.24643,0.478904,1.089,10.08527,0.464768,2,10.16116,2,0.943673
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,0,-0.36051,10.07152,0.481634,0.546,10.07152,0.481634,1,10.07152,1,0.481634
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5cccc(OCCN6CCCCC6)c5,0,-0.36131,20.24643,0.478904,1.089,10.08527,0.464768,2,10.16116,2,0.943673
OCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.39351,28.94902,0.627351,1.345,8.968739,0.493074,3,10.01831,3,1.623884
CN1CCN(CCOc2ccc(cc2)[C@@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,0,-0.36131,20.20953,0.482191,1.089,10.06947,0.469005,2,10.14006,2,0.951196
OCCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.39577,28.96637,0.60968,1.434,8.943133,0.487972,3,10.04127,3,1.596666
OC(=O)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,-0.36131,28.80365,0.699958,1.677,8.790355,0.490358,3,10.03598,3,1.691418
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,0,-0.36052,10.14226,0.466901,0.546,10.14226,0.466901,1,10.14226,1,0.466901
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,0,-0.36131,20.18938,0.483418,1.089,10.05993,0.470361,2,10.12945,2,0.953779
Oc1ccc2C3=C(CCCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,0,-0.36131,20.30938,0.467793,1.089,10.13024,0.458015,2,10.17914,2,0.925808
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5ccc6COCc6c5,0,-0.38417,21.99124,0.460906,0.891,9.894877,-0.04905,2,12.09636,2,0.411856
Cc1ccc(cc1)S(=O)(=O)N2Cc3ccc(cc3C2)[C@]4(O)CC[C@H]5[C@@H]6CCc7cc(O)ccc7[C@H]6CC[C@]45C,0,-0.38414,22.44289,0.439539,0.891,9.998545,-0.12228,2,12.44434,2,0.317263
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C#N,0,-0.38444,22.32689,0.446588,0.891,9.965636,-0.10417,2,12.36125,2,0.342419
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,0,-0.38445,22.39058,0.443016,0.891,9.979271,-0.11733,2,12.41131,2,0.325682
CC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,0,-0.38444,22.31126,0.445412,0.891,9.959492,-0.11141,2,12.35177,2,0.333997
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)OCC,0,-0.38416,22.4699,0.44062,0.891,9.99905,-0.12325,2,12.47085,2,0.317367
Oc1cccc2c(OC(=O)c3ccc(Cl)cc3Cl)cccc12,1,-0.35984,9.892058,0.514177,0.546,9.892058,0.514177,1,9.892058,1,0.514177
COc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,0,-0.35991,9.850108,0.525622,0.546,9.850108,0.525622,1,9.850108,1,0.525622
COC(=O)C(C)N1C(=O)S\C(=C\c2ccc(O)c(Cl)c2)\C1=O,0,-0.35846,9.554523,0.553753,0.436,9.554523,0.553753,1,9.554523,1,0.553753
Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(Br)cc3)c4ccc(O)cc4,0,-0.36066,20.37744,0.547635,0.641,9.631242,0.363577,2,10.74619,2,0.911212
Oc1ccc(cc1)N2C(=O)c3ccc(Br)cc3C2=O,1,-0.36046,9.26059,0.619792,0.546,9.26059,0.619792,1,9.26059,1,0.619792
Oc1ccc(\C=C\C(=O)c2ccc(Br)cc2)cc1,0,-0.36074,9.15257,0.629256,0.546,9.15257,0.629256,1,9.15257,1,0.629256
Cc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,1,-0.35984,9.836856,0.524595,0.546,9.836856,0.524595,1,9.836856,1,0.524595
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,0,-0.38617,19.04393,0.611306,1.089,9.200945,0.499266,2,9.842988,2,1.110572
CC(=CCc1c(O)c(O)cc([C@H]2CCc3ccc(O)cc3O2)c1CC=C(C)C)C,0,-0.36082,30.8603,0.508184,1.381,9.82424,0.345298,3,10.59967,3,1.235733
CC(=CCc1c(O)c(O)ccc1[C@H]2CCc3ccc(O)cc3O2)C,0,-0.36081,29.78888,0.541425,1.381,9.664637,0.414986,3,10.28649,3,1.455857
Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,0,-0.36135,18.74372,0.606837,1.089,9.275335,0.581357,2,9.468389,2,1.188194
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,0,-0.30873,0,0,0.003,0,0,0,0,0,0
OC(=O)\C=C\c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(O)cc5,0,-0.36058,18.78369,0.668394,1.134,8.991387,0.513128,2,9.792304,2,1.181521
Oc1ccc2nc(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c2c1,0,-0.36049,10.0525,0.481429,0.546,10.0525,0.481429,1,10.0525,1,0.481429
Oc1ccc(cc1)c2nc3ccccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36055,9.667746,0.544136,0.546,9.667746,0.544136,1,9.667746,1,0.544136
OCC1=Nc2cc3CCC(N(CC#C)c4ccc(cc4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)c3cc2C(=O)N1,0,-0.38889,36.97546,0.681682,2.8,8.758881,0.536231,4,9.616239,4,2.391703
COc1ccc(cc1)c2oc(SC\C(=C(\C#N)/C(=N)C)\O)nn2,0,-0.36257,9.887976,0.503466,0.348,9.887976,0.503466,1,9.887976,1,0.503466
Cc1ccc(cc1)c2nnc(S)n2\N=C\C=C/c3ccccc3[N+](=O)[O-],1,-0.1937,0,0,0.003,0,0,0,0,0,0
Oc1c(\C=N\c2cccc3cccnc23)sc4ccccc14,1,-0.35861,10.3584,0.428549,0.546,10.3584,0.428549,1,10.3584,1,0.428549
Cc1nn(c2ccccc2)c3sc(cc13)C(=O)OCN4C(=O)c5ccccc5C4=O,1,-0.29478,0,0,0.003,0,0,0,0,0,0
CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc12,1,-0.28033,0,0,-0.088,0,0,0,0,0,0
Cn1c(SCC2=CC(=O)N3C=C(Br)C=CC3=N2)nnc1C4COc5ccccc5O4,0,-0.33984,0,0,0.003,0,0,0,0,0,0
CC1Cc2ccccc2N1C(=O)CSc3nnc(NC(=O)Cc4cccs4)s3,0,-0.28044,0,0,-0.088,0,0,0,0,0,0
COC(=O)c1oc2ccc(Br)cc2c1NC(=O)CCCN3C(=O)c4ccccc4C3=O,1,-0.31375,0,0,-0.088,0,0,0,0,0,0
O=Cc1cn(nc1C2=Cc3c(OC2=O)ccc4ccccc34)c5ccccc5,1,-0.29739,0,0,0.003,0,0,0,0,0,0
FC(F)(F)c1cc(nc2c(Br)c(nn12)C(=O)NCc3occc3)c4cccs4,1,-0.32062,0,0,0.371,0,0,0,0,0,0
O=C(CSc1nnc(SCC(=O)c2occc2)s1)c3occc3,0,-0.31488,0,0,0.003,0,0,0,0,0,0
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,1,-0.35997,9.757903,0.533461,0.455,9.757903,0.533461,1,9.757903,1,0.533461
O=C(CN1C(=O)N(Cc2occc2)C(=O)c3c4CCCCCc4sc13)Nc5ccccc5,0,-0.32062,0,0,-0.243,0,0,0,0,0,0
O=C(N1CCc2ccccc2C1)c3cc(on3)c4occc4,1,-0.31485,0,0,0.003,0,0,0,0,0,0
Cc1ccc(cc1C)n2nnnc2SCC(=O)Nc3ccc4C(=O)OCc4c3,0,-0.30711,0,0,-0.088,0,0,0,0,0,0
